"동별(1)","항목",2025 4/4
"동별(1)","항목",합계
"종로구","계",148813
"중구","계",128444
"용산구","계",214984
"성동구","계",282714
"광진구","계",349117
"동대문구","계",366923
"중랑구","계",383764
"성북구","계",437496
"강북구","계",285900
"도봉구","계",303051
"노원구","계",489003
"은평구","계",459586
"서대문구","계",316832
"마포구","계",369364
"양천구","계",428537
"강서구","계",556370
"구로구","계",408238
"금천구","계",237562
"영등포구","계",395248
"동작구","계",384281
"관악구","계",497391
"서초구","계",419295
"강남구","계",562508
"송파구","계",649759
"강동구","계",503997
