"자치구별(1)","항목","시점","경제활동별(1)",데이터
"서대문구","2020년 기준년 연쇄가격","2019","도매 및 소매업",666842
"서대문구","2020년 기준년 연쇄가격","2019","운수 및 창고업",221312
"서대문구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",330198
"서대문구","2020년 기준년 연쇄가격","2019","정보통신업",239369
"서대문구","2020년 기준년 연쇄가격","2019","금융 및 보험업",900430
"서대문구","2020년 기준년 연쇄가격","2019","부동산업",1077637
"서대문구","2020년 기준년 연쇄가격","2019","사업서비스업",677477
"서대문구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",668861
"서대문구","2020년 기준년 연쇄가격","2019","교육 서비스업",1293460
"서대문구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",1067572
"서대문구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",242066
"서대문구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",8400101
"서대문구","2020년 기준년 연쇄가격","2020","순생산물세",781433
"서대문구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",7612933
"서대문구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",62458
"서대문구","2020년 기준년 연쇄가격","2020","광업",-
"서대문구","2020년 기준년 연쇄가격","2020","제조업",109972
"서대문구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",62498
"서대문구","2020년 기준년 연쇄가격","2020","건설업",418493
"서대문구","2020년 기준년 연쇄가격","2020","도매 및 소매업",737749
"서대문구","2020년 기준년 연쇄가격","2020","운수 및 창고업",182083
"서대문구","2020년 기준년 연쇄가격","2020","숙박 및 음식점업",257726
"서대문구","2020년 기준년 연쇄가격","2020","정보통신업",274344
"서대문구","2020년 기준년 연쇄가격","2020","금융 및 보험업",715710
"서대문구","2020년 기준년 연쇄가격","2020","부동산업",940174
"서대문구","2020년 기준년 연쇄가격","2020","사업서비스업",689494
"서대문구","2020년 기준년 연쇄가격","2020","공공 행정, 국방 및 사회보장 행정",705927
"서대문구","2020년 기준년 연쇄가격","2020","교육 서비스업",1242204
"서대문구","2020년 기준년 연쇄가격","2020","보건업 및 사회복지서비스업",991576
"서대문구","2020년 기준년 연쇄가격","2020","문화 및 기타 서비스업",222526
"서대문구","2020년 기준년 연쇄가격","2021","지역내총생산(시장가격)",8796345
"서대문구","2020년 기준년 연쇄가격","2021","순생산물세",783533
"서대문구","2020년 기준년 연쇄가격","2021","총부가가치(기초가격)",8012812
"서대문구","2020년 기준년 연쇄가격","2021","농업, 임업 및 어업",70111
"서대문구","2020년 기준년 연쇄가격","2021","광업",-
"서대문구","2020년 기준년 연쇄가격","2021","제조업",107446
"서대문구","2020년 기준년 연쇄가격","2021","전기, 가스, 증기 및 공기 조절 공급업",63637
"서대문구","2020년 기준년 연쇄가격","2021","건설업",405475
"서대문구","2020년 기준년 연쇄가격","2021","도매 및 소매업",753153
"서대문구","2020년 기준년 연쇄가격","2021","운수 및 창고업",184409
"서대문구","2020년 기준년 연쇄가격","2021","숙박 및 음식점업",263058
"서대문구","2020년 기준년 연쇄가격","2021","정보통신업",293246
"서대문구","2020년 기준년 연쇄가격","2021","금융 및 보험업",671195
"서대문구","2020년 기준년 연쇄가격","2021","부동산업",992350
"서대문구","2020년 기준년 연쇄가격","2021","사업서비스업",984962
"서대문구","2020년 기준년 연쇄가격","2021","공공 행정, 국방 및 사회보장 행정",728545
"서대문구","2020년 기준년 연쇄가격","2021","교육 서비스업",1245665
"서대문구","2020년 기준년 연쇄가격","2021","보건업 및 사회복지서비스업",1018029
"서대문구","2020년 기준년 연쇄가격","2021","문화 및 기타 서비스업",231530
"서대문구","2020년 기준년 연쇄가격","2022","지역내총생산(시장가격)",8530259
"서대문구","2020년 기준년 연쇄가격","2022","순생산물세",761708
"서대문구","2020년 기준년 연쇄가격","2022","총부가가치(기초가격)",7768478
"서대문구","2020년 기준년 연쇄가격","2022","농업, 임업 및 어업",71347
"서대문구","2020년 기준년 연쇄가격","2022","광업",-
"서대문구","2020년 기준년 연쇄가격","2022","제조업",114445
"서대문구","2020년 기준년 연쇄가격","2022","전기, 가스, 증기 및 공기 조절 공급업",64444
"서대문구","2020년 기준년 연쇄가격","2022","건설업",184556
"서대문구","2020년 기준년 연쇄가격","2022","도매 및 소매업",711693
"서대문구","2020년 기준년 연쇄가격","2022","운수 및 창고업",207623
"서대문구","2020년 기준년 연쇄가격","2022","숙박 및 음식점업",292463
"서대문구","2020년 기준년 연쇄가격","2022","정보통신업",308860
"서대문구","2020년 기준년 연쇄가격","2022","금융 및 보험업",614570
"서대문구","2020년 기준년 연쇄가격","2022","부동산업",972949
"서대문구","2020년 기준년 연쇄가격","2022","사업서비스업",854172
"서대문구","2020년 기준년 연쇄가격","2022","공공 행정, 국방 및 사회보장 행정",731658
"서대문구","2020년 기준년 연쇄가격","2022","교육 서비스업",1322494
"서대문구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",1070080
"서대문구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",256674
"마포구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",18898552
"마포구","2020년 기준년 연쇄가격","2015","순생산물세",1488064
"마포구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",17435789
"마포구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",977
"마포구","2020년 기준년 연쇄가격","2015","광업",-
"마포구","2020년 기준년 연쇄가격","2015","제조업",323327
"마포구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",103591
"마포구","2020년 기준년 연쇄가격","2015","건설업",526807
"마포구","2020년 기준년 연쇄가격","2015","도매 및 소매업",2612435
"마포구","2020년 기준년 연쇄가격","2015","운수 및 창고업",1141090
"마포구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",579415
"마포구","2020년 기준년 연쇄가격","2015","정보통신업",4953404
"마포구","2020년 기준년 연쇄가격","2015","금융 및 보험업",689342
"마포구","2020년 기준년 연쇄가격","2015","부동산업",1512167
"마포구","2020년 기준년 연쇄가격","2015","사업서비스업",2753960
"마포구","2020년 기준년 연쇄가격","2015","공공 행정, 국방 및 사회보장 행정",254159
"마포구","2020년 기준년 연쇄가격","2015","교육 서비스업",752051
"마포구","2020년 기준년 연쇄가격","2015","보건업 및 사회복지서비스업",424771
"마포구","2020년 기준년 연쇄가격","2015","문화 및 기타 서비스업",726796
"마포구","2020년 기준년 연쇄가격","2016","지역내총생산(시장가격)",19537604
"마포구","2020년 기준년 연쇄가격","2016","순생산물세",1578171
"마포구","2020년 기준년 연쇄가격","2016","총부가가치(기초가격)",17990422
"마포구","2020년 기준년 연쇄가격","2016","농업, 임업 및 어업",850
"마포구","2020년 기준년 연쇄가격","2016","광업",-
"마포구","2020년 기준년 연쇄가격","2016","제조업",281985
"마포구","2020년 기준년 연쇄가격","2016","전기, 가스, 증기 및 공기 조절 공급업",91336
"마포구","2020년 기준년 연쇄가격","2016","건설업",610235
"마포구","2020년 기준년 연쇄가격","2016","도매 및 소매업",2694146
"마포구","2020년 기준년 연쇄가격","2016","운수 및 창고업",984841
"마포구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",621745
"마포구","2020년 기준년 연쇄가격","2016","정보통신업",5368347
"마포구","2020년 기준년 연쇄가격","2016","금융 및 보험업",663306
"마포구","2020년 기준년 연쇄가격","2016","부동산업",1589595
"마포구","2020년 기준년 연쇄가격","2016","사업서비스업",2822680
"마포구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",253776
"마포구","2020년 기준년 연쇄가격","2016","교육 서비스업",755864
"마포구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",460224
"마포구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",733580
"마포구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",19832828
"마포구","2020년 기준년 연쇄가격","2017","순생산물세",1588767
"마포구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",18273907
"마포구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",944
"마포구","2020년 기준년 연쇄가격","2017","광업",-
"마포구","2020년 기준년 연쇄가격","2017","제조업",407086
"마포구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",108751
"마포구","2020년 기준년 연쇄가격","2017","건설업",689630
"마포구","2020년 기준년 연쇄가격","2017","도매 및 소매업",2696088
"마포구","2020년 기준년 연쇄가격","2017","운수 및 창고업",1026517
"마포구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",638606
"마포구","2020년 기준년 연쇄가격","2017","정보통신업",5193137
"마포구","2020년 기준년 연쇄가격","2017","금융 및 보험업",579567
"마포구","2020년 기준년 연쇄가격","2017","부동산업",1589475
"마포구","2020년 기준년 연쇄가격","2017","사업서비스업",3104425
"마포구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",241393
"마포구","2020년 기준년 연쇄가격","2017","교육 서비스업",741403
"마포구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",481167
"마포구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",726383
"마포구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",21053499
"마포구","2020년 기준년 연쇄가격","2018","순생산물세",1560594
"마포구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",19514503
"마포구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",918
"마포구","2020년 기준년 연쇄가격","2018","광업",-
"마포구","2020년 기준년 연쇄가격","2018","제조업",365762
"마포구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",102483
"마포구","2020년 기준년 연쇄가격","2018","건설업",674243
"마포구","2020년 기준년 연쇄가격","2018","도매 및 소매업",2799345
"마포구","2020년 기준년 연쇄가격","2018","운수 및 창고업",1138698
"마포구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",704912
"마포구","2020년 기준년 연쇄가격","2018","정보통신업",5593449
"마포구","2020년 기준년 연쇄가격","2018","금융 및 보험업",619378
"마포구","2020년 기준년 연쇄가격","2018","부동산업",1583107
"마포구","2020년 기준년 연쇄가격","2018","사업서비스업",3584250
"마포구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",241494
"마포구","2020년 기준년 연쇄가격","2018","교육 서비스업",758587
"마포구","2020년 기준년 연쇄가격","2018","보건업 및 사회복지서비스업",516723
"마포구","2020년 기준년 연쇄가격","2018","문화 및 기타 서비스업",786522
"마포구","2020년 기준년 연쇄가격","2019","지역내총생산(시장가격)",21165840
"마포구","2020년 기준년 연쇄가격","2019","순생산물세",1589187
"마포구","2020년 기준년 연쇄가격","2019","총부가가치(기초가격)",19599239
"마포구","2020년 기준년 연쇄가격","2019","농업, 임업 및 어업",712
"마포구","2020년 기준년 연쇄가격","2019","광업",-
"마포구","2020년 기준년 연쇄가격","2019","제조업",355483
"마포구","2020년 기준년 연쇄가격","2019","전기, 가스, 증기 및 공기 조절 공급업",101308
"마포구","2020년 기준년 연쇄가격","2019","건설업",632741
"마포구","2020년 기준년 연쇄가격","2019","도매 및 소매업",2889053
"마포구","2020년 기준년 연쇄가격","2019","운수 및 창고업",1071297
"마포구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",743231
"마포구","2020년 기준년 연쇄가격","2019","정보통신업",5458637
"마포구","2020년 기준년 연쇄가격","2019","금융 및 보험업",598781
"마포구","2020년 기준년 연쇄가격","2019","부동산업",1688593
"마포구","2020년 기준년 연쇄가격","2019","사업서비스업",3622468
"마포구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",240085
"마포구","2020년 기준년 연쇄가격","2019","교육 서비스업",757618
"마포구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",564987
"마포구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",819778
"마포구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",21065662
"마포구","2020년 기준년 연쇄가격","2020","순생산물세",1475139
"마포구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",19535078
"마포구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",885
"마포구","2020년 기준년 연쇄가격","2020","광업",125
"마포구","2020년 기준년 연쇄가격","2020","제조업",375294
"마포구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",101573
"마포구","2020년 기준년 연쇄가격","2020","건설업",574902
"마포구","2020년 기준년 연쇄가격","2020","도매 및 소매업",3023860
"마포구","2020년 기준년 연쇄가격","2020","운수 및 창고업",943544
"마포구","2020년 기준년 연쇄가격","2020","숙박 및 음식점업",598209
"마포구","2020년 기준년 연쇄가격","2020","정보통신업",5516429
"마포구","2020년 기준년 연쇄가격","2020","금융 및 보험업",601444
"마포구","2020년 기준년 연쇄가격","2020","부동산업",1792741
"마포구","2020년 기준년 연쇄가격","2020","사업서비스업",3629479
"마포구","2020년 기준년 연쇄가격","2020","공공 행정, 국방 및 사회보장 행정",239652
"마포구","2020년 기준년 연쇄가격","2020","교육 서비스업",800916
"마포구","2020년 기준년 연쇄가격","2020","보건업 및 사회복지서비스업",602269
"마포구","2020년 기준년 연쇄가격","2020","문화 및 기타 서비스업",733753
"마포구","2020년 기준년 연쇄가격","2021","지역내총생산(시장가격)",22002823
"마포구","2020년 기준년 연쇄가격","2021","순생산물세",1532538
"마포구","2020년 기준년 연쇄가격","2021","총부가가치(기초가격)",20470285
"마포구","2020년 기준년 연쇄가격","2021","농업, 임업 및 어업",1133
"마포구","2020년 기준년 연쇄가격","2021","광업",42
"마포구","2020년 기준년 연쇄가격","2021","제조업",370928
"마포구","2020년 기준년 연쇄가격","2021","전기, 가스, 증기 및 공기 조절 공급업",103003
"마포구","2020년 기준년 연쇄가격","2021","건설업",473108
"마포구","2020년 기준년 연쇄가격","2021","도매 및 소매업",3020669
"마포구","2020년 기준년 연쇄가격","2021","운수 및 창고업",1094874
"마포구","2020년 기준년 연쇄가격","2021","숙박 및 음식점업",606836
"마포구","2020년 기준년 연쇄가격","2021","정보통신업",6120611
"마포구","2020년 기준년 연쇄가격","2021","금융 및 보험업",694109
"마포구","2020년 기준년 연쇄가격","2021","부동산업",1793730
"마포구","2020년 기준년 연쇄가격","2021","사업서비스업",3709506
"마포구","2020년 기준년 연쇄가격","2021","공공 행정, 국방 및 사회보장 행정",246676
"마포구","2020년 기준년 연쇄가격","2021","교육 서비스업",855349
"마포구","2020년 기준년 연쇄가격","2021","보건업 및 사회복지서비스업",621515
"마포구","2020년 기준년 연쇄가격","2021","문화 및 기타 서비스업",758197
"마포구","2020년 기준년 연쇄가격","2022","지역내총생산(시장가격)",22112821
"마포구","2020년 기준년 연쇄가격","2022","순생산물세",1497361
"마포구","2020년 기준년 연쇄가격","2022","총부가가치(기초가격)",20616327
"마포구","2020년 기준년 연쇄가격","2022","농업, 임업 및 어업",1330
"마포구","2020년 기준년 연쇄가격","2022","광업",-
"마포구","2020년 기준년 연쇄가격","2022","제조업",393234
"마포구","2020년 기준년 연쇄가격","2022","전기, 가스, 증기 및 공기 조절 공급업",96723
"마포구","2020년 기준년 연쇄가격","2022","건설업",190924
"마포구","2020년 기준년 연쇄가격","2022","도매 및 소매업",3209142
"마포구","2020년 기준년 연쇄가격","2022","운수 및 창고업",1315675
"마포구","2020년 기준년 연쇄가격","2022","숙박 및 음식점업",691727
"마포구","2020년 기준년 연쇄가격","2022","정보통신업",6091952
"마포구","2020년 기준년 연쇄가격","2022","금융 및 보험업",612728
"마포구","2020년 기준년 연쇄가격","2022","부동산업",1738790
"마포구","2020년 기준년 연쇄가격","2022","사업서비스업",3676827
"마포구","2020년 기준년 연쇄가격","2022","공공 행정, 국방 및 사회보장 행정",244449
"마포구","2020년 기준년 연쇄가격","2022","교육 서비스업",885974
"마포구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",636924
"마포구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",824532
"양천구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",6879062
"양천구","2020년 기준년 연쇄가격","2015","순생산물세",518411
"양천구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",6368520
"양천구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",268
"양천구","2020년 기준년 연쇄가격","2015","광업",-
"양천구","2020년 기준년 연쇄가격","2015","제조업",254792
"양천구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",97587
"양천구","2020년 기준년 연쇄가격","2015","건설업",268818
"양천구","2020년 기준년 연쇄가격","2015","도매 및 소매업",735897
"양천구","2020년 기준년 연쇄가격","2015","운수 및 창고업",403294
"양천구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",240750
"양천구","2020년 기준년 연쇄가격","2015","정보통신업",599068
"양천구","2020년 기준년 연쇄가격","2015","금융 및 보험업",237264
"양천구","2020년 기준년 연쇄가격","2015","부동산업",1393240
"양천구","2020년 기준년 연쇄가격","2015","사업서비스업",308861
"양천구","2020년 기준년 연쇄가격","2015","공공 행정, 국방 및 사회보장 행정",310067
"양천구","2020년 기준년 연쇄가격","2015","교육 서비스업",703556
"양천구","2020년 기준년 연쇄가격","2015","보건업 및 사회복지서비스업",498789
"양천구","2020년 기준년 연쇄가격","2015","문화 및 기타 서비스업",299675
"양천구","2020년 기준년 연쇄가격","2016","지역내총생산(시장가격)",6947238
"양천구","2020년 기준년 연쇄가격","2016","순생산물세",525361
"양천구","2020년 기준년 연쇄가격","2016","총부가가치(기초가격)",6430046
"양천구","2020년 기준년 연쇄가격","2016","농업, 임업 및 어업",270
"양천구","2020년 기준년 연쇄가격","2016","광업",-
"양천구","2020년 기준년 연쇄가격","2016","제조업",277558
"양천구","2020년 기준년 연쇄가격","2016","전기, 가스, 증기 및 공기 조절 공급업",78619
"양천구","2020년 기준년 연쇄가격","2016","건설업",285008
"양천구","2020년 기준년 연쇄가격","2016","도매 및 소매업",738766
"양천구","2020년 기준년 연쇄가격","2016","운수 및 창고업",371837
"양천구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",240533
"양천구","2020년 기준년 연쇄가격","2016","정보통신업",644673
"양천구","2020년 기준년 연쇄가격","2016","금융 및 보험업",243234
"양천구","2020년 기준년 연쇄가격","2016","부동산업",1363515
"양천구","2020년 기준년 연쇄가격","2016","사업서비스업",365831
"양천구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",280870
"양천구","2020년 기준년 연쇄가격","2016","교육 서비스업",700502
"양천구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",518215
"양천구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",307464
"양천구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",7254076
"양천구","2020년 기준년 연쇄가격","2017","순생산물세",542183
"양천구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",6719612
"양천구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",281
"양천구","2020년 기준년 연쇄가격","2017","광업",-
"양천구","2020년 기준년 연쇄가격","2017","제조업",287582
"양천구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",86118
"양천구","2020년 기준년 연쇄가격","2017","건설업",355525
"양천구","2020년 기준년 연쇄가격","2017","도매 및 소매업",750677
"양천구","2020년 기준년 연쇄가격","2017","운수 및 창고업",394761
"양천구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",245828
"양천구","2020년 기준년 연쇄가격","2017","정보통신업",714906
"양천구","2020년 기준년 연쇄가격","2017","금융 및 보험업",260270
"양천구","2020년 기준년 연쇄가격","2017","부동산업",1386822
"양천구","2020년 기준년 연쇄가격","2017","사업서비스업",395196
"양천구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",303056
"양천구","2020년 기준년 연쇄가격","2017","교육 서비스업",683072
"양천구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",545269
"양천구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",298724
"양천구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",7567629
"양천구","2020년 기준년 연쇄가격","2018","순생산물세",539774
"양천구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",7033662
"양천구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",298
"양천구","2020년 기준년 연쇄가격","2018","광업",-
"양천구","2020년 기준년 연쇄가격","2018","제조업",306415
"양천구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",80270
"양천구","2020년 기준년 연쇄가격","2018","건설업",457761
"양천구","2020년 기준년 연쇄가격","2018","도매 및 소매업",758227
"양천구","2020년 기준년 연쇄가격","2018","운수 및 창고업",405989
"양천구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",260617
"양천구","2020년 기준년 연쇄가격","2018","정보통신업",710160
"양천구","2020년 기준년 연쇄가격","2018","금융 및 보험업",280527
"양천구","2020년 기준년 연쇄가격","2018","부동산업",1425130
"양천구","2020년 기준년 연쇄가격","2018","사업서비스업",443186
"양천구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",309673
"양천구","2020년 기준년 연쇄가격","2018","교육 서비스업",694437
"양천구","2020년 기준년 연쇄가격","2018","보건업 및 사회복지서비스업",600647
"양천구","2020년 기준년 연쇄가격","2018","문화 및 기타 서비스업",296762
"양천구","2020년 기준년 연쇄가격","2019","지역내총생산(시장가격)",7563702
"양천구","2020년 기준년 연쇄가격","2019","순생산물세",584787
"양천구","2020년 기준년 연쇄가격","2019","총부가가치(기초가격)",6986906
"양천구","2020년 기준년 연쇄가격","2019","농업, 임업 및 어업",220
"양천구","2020년 기준년 연쇄가격","2019","광업",-
"양천구","2020년 기준년 연쇄가격","2019","제조업",296119
"양천구","2020년 기준년 연쇄가격","2019","전기, 가스, 증기 및 공기 조절 공급업",76641
"양천구","2020년 기준년 연쇄가격","2019","건설업",410959
"양천구","2020년 기준년 연쇄가격","2019","도매 및 소매업",709153
"양천구","2020년 기준년 연쇄가격","2019","운수 및 창고업",394388
"양천구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",279869
"양천구","2020년 기준년 연쇄가격","2019","정보통신업",654510
"양천구","2020년 기준년 연쇄가격","2019","금융 및 보험업",270992
"양천구","2020년 기준년 연쇄가격","2019","부동산업",1455822
"양천구","2020년 기준년 연쇄가격","2019","사업서비스업",436860
"양천구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",319349
"양천구","2020년 기준년 연쇄가격","2019","교육 서비스업",700968
"양천구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",672647
"양천구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",307681
"양천구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",7511991
"양천구","2020년 기준년 연쇄가격","2020","순생산물세",544392
"양천구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",6917968
"양천구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",294
"양천구","2020년 기준년 연쇄가격","2020","광업",142
"양천구","2020년 기준년 연쇄가격","2020","제조업",235205
"양천구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",82355
"양천구","2020년 기준년 연쇄가격","2020","건설업",396410
"양천구","2020년 기준년 연쇄가격","2020","도매 및 소매업",862209
"양천구","2020년 기준년 연쇄가격","2020","운수 및 창고업",297625
"양천구","2020년 기준년 연쇄가격","2020","숙박 및 음식점업",235706
"양천구","2020년 기준년 연쇄가격","2020","정보통신업",750413
"양천구","2020년 기준년 연쇄가격","2020","금융 및 보험업",242089
"양천구","2020년 기준년 연쇄가격","2020","부동산업",1467013
"양천구","2020년 기준년 연쇄가격","2020","사업서비스업",475237
"양천구","2020년 기준년 연쇄가격","2020","공공 행정, 국방 및 사회보장 행정",321584
"양천구","2020년 기준년 연쇄가격","2020","교육 서비스업",638641
"양천구","2020년 기준년 연쇄가격","2020","보건업 및 사회복지서비스업",648497
"양천구","2020년 기준년 연쇄가격","2020","문화 및 기타 서비스업",264549
"양천구","2020년 기준년 연쇄가격","2021","지역내총생산(시장가격)",7706802
"양천구","2020년 기준년 연쇄가격","2021","순생산물세",563446
"양천구","2020년 기준년 연쇄가격","2021","총부가가치(기초가격)",7143356
"양천구","2020년 기준년 연쇄가격","2021","농업, 임업 및 어업",375
"양천구","2020년 기준년 연쇄가격","2021","광업",82
"양천구","2020년 기준년 연쇄가격","2021","제조업",233260
"양천구","2020년 기준년 연쇄가격","2021","전기, 가스, 증기 및 공기 조절 공급업",86239
"양천구","2020년 기준년 연쇄가격","2021","건설업",289792
"양천구","2020년 기준년 연쇄가격","2021","도매 및 소매업",846696
"양천구","2020년 기준년 연쇄가격","2021","운수 및 창고업",372741
"양천구","2020년 기준년 연쇄가격","2021","숙박 및 음식점업",245690
"양천구","2020년 기준년 연쇄가격","2021","정보통신업",783626
"양천구","2020년 기준년 연쇄가격","2021","금융 및 보험업",272171
"양천구","2020년 기준년 연쇄가격","2021","부동산업",1504375
"양천구","2020년 기준년 연쇄가격","2021","사업서비스업",503802
"양천구","2020년 기준년 연쇄가격","2021","공공 행정, 국방 및 사회보장 행정",332065
"양천구","2020년 기준년 연쇄가격","2021","교육 서비스업",713883
"양천구","2020년 기준년 연쇄가격","2021","보건업 및 사회복지서비스업",686671
"양천구","2020년 기준년 연쇄가격","2021","문화 및 기타 서비스업",271887
"양천구","2020년 기준년 연쇄가격","2022","지역내총생산(시장가격)",8116361
"양천구","2020년 기준년 연쇄가격","2022","순생산물세",549479
"양천구","2020년 기준년 연쇄가격","2022","총부가가치(기초가격)",7568583
"양천구","2020년 기준년 연쇄가격","2022","농업, 임업 및 어업",436
"양천구","2020년 기준년 연쇄가격","2022","광업",130
"양천구","2020년 기준년 연쇄가격","2022","제조업",212090
"양천구","2020년 기준년 연쇄가격","2022","전기, 가스, 증기 및 공기 조절 공급업",92568
"양천구","2020년 기준년 연쇄가격","2022","건설업",485001
"양천구","2020년 기준년 연쇄가격","2022","도매 및 소매업",909749
"양천구","2020년 기준년 연쇄가격","2022","운수 및 창고업",400410
"양천구","2020년 기준년 연쇄가격","2022","숙박 및 음식점업",260721
"양천구","2020년 기준년 연쇄가격","2022","정보통신업",837385
"양천구","2020년 기준년 연쇄가격","2022","금융 및 보험업",268272
"양천구","2020년 기준년 연쇄가격","2022","부동산업",1468776
"양천구","2020년 기준년 연쇄가격","2022","사업서비스업",492293
"양천구","2020년 기준년 연쇄가격","2022","공공 행정, 국방 및 사회보장 행정",331283
"양천구","2020년 기준년 연쇄가격","2022","교육 서비스업",790934
"양천구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",718809
"양천구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",297361
"강서구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",12563041
"강서구","2020년 기준년 연쇄가격","2015","순생산물세",962709
"강서구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",11603554
"강서구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",14514
"강서구","2020년 기준년 연쇄가격","2015","광업",-
"강서구","2020년 기준년 연쇄가격","2015","제조업",509233
"강서구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",104509
"강서구","2020년 기준년 연쇄가격","2015","건설업",1191646
"강서구","2020년 기준년 연쇄가격","2015","도매 및 소매업",1895144
"강서구","2020년 기준년 연쇄가격","2015","운수 및 창고업",1560077
"강서구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",378937
"강서구","2020년 기준년 연쇄가격","2015","정보통신업",783010
