"자치구별(1)","항목","시점","경제활동별(1)",데이터
"광진구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",754224
"광진구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",325175
"동대문구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",8512789
"동대문구","2020년 기준년 연쇄가격","2015","순생산물세",622997
"동대문구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",7894271
"동대문구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",151
"동대문구","2020년 기준년 연쇄가격","2015","광업",882
"동대문구","2020년 기준년 연쇄가격","2015","제조업",829772
"동대문구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",77158
"동대문구","2020년 기준년 연쇄가격","2015","건설업",371557
"동대문구","2020년 기준년 연쇄가격","2015","도매 및 소매업",1711301
"동대문구","2020년 기준년 연쇄가격","2015","운수 및 창고업",244219
"동대문구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",265334
"동대문구","2020년 기준년 연쇄가격","2015","정보통신업",89989
"동대문구","2020년 기준년 연쇄가격","2015","금융 및 보험업",331017
"동대문구","2020년 기준년 연쇄가격","2015","부동산업",946746
"동대문구","2020년 기준년 연쇄가격","2015","사업서비스업",761687
"동대문구","2020년 기준년 연쇄가격","2015","공공 행정, 국방 및 사회보장 행정",194379
"동대문구","2020년 기준년 연쇄가격","2015","교육 서비스업",995640
"동대문구","2020년 기준년 연쇄가격","2015","보건업 및 사회복지서비스업",670614
"동대문구","2020년 기준년 연쇄가격","2015","문화 및 기타 서비스업",376472
"동대문구","2020년 기준년 연쇄가격","2016","지역내총생산(시장가격)",8769555
"동대문구","2020년 기준년 연쇄가격","2016","순생산물세",708218
"동대문구","2020년 기준년 연쇄가격","2016","총부가가치(기초가격)",8074018
"동대문구","2020년 기준년 연쇄가격","2016","농업, 임업 및 어업",137
"동대문구","2020년 기준년 연쇄가격","2016","광업",480
"동대문구","2020년 기준년 연쇄가격","2016","제조업",804606
"동대문구","2020년 기준년 연쇄가격","2016","전기, 가스, 증기 및 공기 조절 공급업",66535
"동대문구","2020년 기준년 연쇄가격","2016","건설업",378576
"동대문구","2020년 기준년 연쇄가격","2016","도매 및 소매업",1724273
"동대문구","2020년 기준년 연쇄가격","2016","운수 및 창고업",219525
"동대문구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",274796
"동대문구","2020년 기준년 연쇄가격","2016","정보통신업",97916
"동대문구","2020년 기준년 연쇄가격","2016","금융 및 보험업",356712
"동대문구","2020년 기준년 연쇄가격","2016","부동산업",993215
"동대문구","2020년 기준년 연쇄가격","2016","사업서비스업",875883
"동대문구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",192248
"동대문구","2020년 기준년 연쇄가격","2016","교육 서비스업",993019
"동대문구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",681988
"동대문구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",392410
"동대문구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",8934473
"동대문구","2020년 기준년 연쇄가격","2017","순생산물세",703811
"동대문구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",8241269
"동대문구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",154
"동대문구","2020년 기준년 연쇄가격","2017","광업",9
"동대문구","2020년 기준년 연쇄가격","2017","제조업",804377
"동대문구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",73450
"동대문구","2020년 기준년 연쇄가격","2017","건설업",408738
"동대문구","2020년 기준년 연쇄가격","2017","도매 및 소매업",1740273
"동대문구","2020년 기준년 연쇄가격","2017","운수 및 창고업",229667
"동대문구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",267624
"동대문구","2020년 기준년 연쇄가격","2017","정보통신업",88447
"동대문구","2020년 기준년 연쇄가격","2017","금융 및 보험업",327847
"동대문구","2020년 기준년 연쇄가격","2017","부동산업",977803
"동대문구","2020년 기준년 연쇄가격","2017","사업서비스업",1000416
"동대문구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",246501
"동대문구","2020년 기준년 연쇄가격","2017","교육 서비스업",975052
"동대문구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",722412
"동대문구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",370589
"동대문구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",8860093
"동대문구","2020년 기준년 연쇄가격","2018","순생산물세",677422
"동대문구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",8191341
"동대문구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",157
"동대문구","2020년 기준년 연쇄가격","2018","광업",42
"동대문구","2020년 기준년 연쇄가격","2018","제조업",718332
"동대문구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",67352
"동대문구","2020년 기준년 연쇄가격","2018","건설업",367386
"동대문구","2020년 기준년 연쇄가격","2018","도매 및 소매업",1736588
"동대문구","2020년 기준년 연쇄가격","2018","운수 및 창고업",228544
"동대문구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",278356
"동대문구","2020년 기준년 연쇄가격","2018","정보통신업",99273
"동대문구","2020년 기준년 연쇄가격","2018","금융 및 보험업",344929
"동대문구","2020년 기준년 연쇄가격","2018","부동산업",1008873
"동대문구","2020년 기준년 연쇄가격","2018","사업서비스업",923625
"동대문구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",246242
"동대문구","2020년 기준년 연쇄가격","2018","교육 서비스업",1014884
"동대문구","2020년 기준년 연쇄가격","2018","보건업 및 사회복지서비스업",770276
"동대문구","2020년 기준년 연쇄가격","2018","문화 및 기타 서비스업",368128
"동대문구","2020년 기준년 연쇄가격","2019","지역내총생산(시장가격)",8625115
"동대문구","2020년 기준년 연쇄가격","2019","순생산물세",712835
"동대문구","2020년 기준년 연쇄가격","2019","총부가가치(기초가격)",7923809
"동대문구","2020년 기준년 연쇄가격","2019","농업, 임업 및 어업",112
"동대문구","2020년 기준년 연쇄가격","2019","광업",139
"동대문구","2020년 기준년 연쇄가격","2019","제조업",618893
"동대문구","2020년 기준년 연쇄가격","2019","전기, 가스, 증기 및 공기 조절 공급업",66021
"동대문구","2020년 기준년 연쇄가격","2019","건설업",424311
"동대문구","2020년 기준년 연쇄가격","2019","도매 및 소매업",1513112
"동대문구","2020년 기준년 연쇄가격","2019","운수 및 창고업",225878
"동대문구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",295866
"동대문구","2020년 기준년 연쇄가격","2019","정보통신업",100140
"동대문구","2020년 기준년 연쇄가격","2019","금융 및 보험업",326612
"동대문구","2020년 기준년 연쇄가격","2019","부동산업",965014
"동대문구","2020년 기준년 연쇄가격","2019","사업서비스업",881009
"동대문구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",262795
"동대문구","2020년 기준년 연쇄가격","2019","교육 서비스업",1029106
"동대문구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",846800
"동대문구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",365347
"동대문구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",8668627
"동대문구","2020년 기준년 연쇄가격","2020","순생산물세",655552
"동대문구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",7993946
"동대문구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",147
"동대문구","2020년 기준년 연쇄가격","2020","광업",-
"동대문구","2020년 기준년 연쇄가격","2020","제조업",625463
"동대문구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",68225
"동대문구","2020년 기준년 연쇄가격","2020","건설업",493603
"동대문구","2020년 기준년 연쇄가격","2020","도매 및 소매업",1747092
"동대문구","2020년 기준년 연쇄가격","2020","운수 및 창고업",164347
"동대문구","2020년 기준년 연쇄가격","2020","숙박 및 음식점업",230453
"동대문구","2020년 기준년 연쇄가격","2020","정보통신업",114842
"동대문구","2020년 기준년 연쇄가격","2020","금융 및 보험업",261196
"동대문구","2020년 기준년 연쇄가격","2020","부동산업",1090729
"동대문구","2020년 기준년 연쇄가격","2020","사업서비스업",913348
"동대문구","2020년 기준년 연쇄가격","2020","공공 행정, 국방 및 사회보장 행정",262089
"동대문구","2020년 기준년 연쇄가격","2020","교육 서비스업",876394
"동대문구","2020년 기준년 연쇄가격","2020","보건업 및 사회복지서비스업",826014
"동대문구","2020년 기준년 연쇄가격","2020","문화 및 기타 서비스업",320005
"동대문구","2020년 기준년 연쇄가격","2021","지역내총생산(시장가격)",8849626
"동대문구","2020년 기준년 연쇄가격","2021","순생산물세",667144
"동대문구","2020년 기준년 연쇄가격","2021","총부가가치(기초가격)",8182482
"동대문구","2020년 기준년 연쇄가격","2021","농업, 임업 및 어업",185
"동대문구","2020년 기준년 연쇄가격","2021","광업",-
"동대문구","2020년 기준년 연쇄가격","2021","제조업",581594
"동대문구","2020년 기준년 연쇄가격","2021","전기, 가스, 증기 및 공기 조절 공급업",69939
"동대문구","2020년 기준년 연쇄가격","2021","건설업",576969
"동대문구","2020년 기준년 연쇄가격","2021","도매 및 소매업",1660358
"동대문구","2020년 기준년 연쇄가격","2021","운수 및 창고업",193845
"동대문구","2020년 기준년 연쇄가격","2021","숙박 및 음식점업",238522
"동대문구","2020년 기준년 연쇄가격","2021","정보통신업",118311
"동대문구","2020년 기준년 연쇄가격","2021","금융 및 보험업",300426
"동대문구","2020년 기준년 연쇄가격","2021","부동산업",1150533
"동대문구","2020년 기준년 연쇄가격","2021","사업서비스업",848953
"동대문구","2020년 기준년 연쇄가격","2021","공공 행정, 국방 및 사회보장 행정",266907
"동대문구","2020년 기준년 연쇄가격","2021","교육 서비스업",972634
"동대문구","2020년 기준년 연쇄가격","2021","보건업 및 사회복지서비스업",870596
"동대문구","2020년 기준년 연쇄가격","2021","문화 및 기타 서비스업",332711
"동대문구","2020년 기준년 연쇄가격","2022","지역내총생산(시장가격)",8738870
"동대문구","2020년 기준년 연쇄가격","2022","순생산물세",648591
"동대문구","2020년 기준년 연쇄가격","2022","총부가가치(기초가격)",8090689
"동대문구","2020년 기준년 연쇄가격","2022","농업, 임업 및 어업",210
"동대문구","2020년 기준년 연쇄가격","2022","광업",-
"동대문구","2020년 기준년 연쇄가격","2022","제조업",581707
"동대문구","2020년 기준년 연쇄가격","2022","전기, 가스, 증기 및 공기 조절 공급업",69443
"동대문구","2020년 기준년 연쇄가격","2022","건설업",367766
"동대문구","2020년 기준년 연쇄가격","2022","도매 및 소매업",1671827
"동대문구","2020년 기준년 연쇄가격","2022","운수 및 창고업",214198
"동대문구","2020년 기준년 연쇄가격","2022","숙박 및 음식점업",263058
"동대문구","2020년 기준년 연쇄가격","2022","정보통신업",131645
"동대문구","2020년 기준년 연쇄가격","2022","금융 및 보험업",302129
"동대문구","2020년 기준년 연쇄가격","2022","부동산업",1106366
"동대문구","2020년 기준년 연쇄가격","2022","사업서비스업",810221
"동대문구","2020년 기준년 연쇄가격","2022","공공 행정, 국방 및 사회보장 행정",267632
"동대문구","2020년 기준년 연쇄가격","2022","교육 서비스업",1027570
"동대문구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",905332
"동대문구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",376707
"중랑구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",4469300
"중랑구","2020년 기준년 연쇄가격","2015","순생산물세",361538
"중랑구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",4113836
"중랑구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",1993
"중랑구","2020년 기준년 연쇄가격","2015","광업",135
"중랑구","2020년 기준년 연쇄가격","2015","제조업",381654
"중랑구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",67651
"중랑구","2020년 기준년 연쇄가격","2015","건설업",185163
"중랑구","2020년 기준년 연쇄가격","2015","도매 및 소매업",725637
"중랑구","2020년 기준년 연쇄가격","2015","운수 및 창고업",390383
"중랑구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",184811
"중랑구","2020년 기준년 연쇄가격","2015","정보통신업",46691
"중랑구","2020년 기준년 연쇄가격","2015","금융 및 보험업",101398
"중랑구","2020년 기준년 연쇄가격","2015","부동산업",751332
"중랑구","2020년 기준년 연쇄가격","2015","사업서비스업",169716
"중랑구","2020년 기준년 연쇄가격","2015","공공 행정, 국방 및 사회보장 행정",160416
"중랑구","2020년 기준년 연쇄가격","2015","교육 서비스업",309228
"중랑구","2020년 기준년 연쇄가격","2015","보건업 및 사회복지서비스업",394170
"중랑구","2020년 기준년 연쇄가격","2015","문화 및 기타 서비스업",235481
"중랑구","2020년 기준년 연쇄가격","2016","지역내총생산(시장가격)",4575546
"중랑구","2020년 기준년 연쇄가격","2016","순생산물세",389082
"중랑구","2020년 기준년 연쇄가격","2016","총부가가치(기초가격)",4194903
"중랑구","2020년 기준년 연쇄가격","2016","농업, 임업 및 어업",1793
"중랑구","2020년 기준년 연쇄가격","2016","광업",52
"중랑구","2020년 기준년 연쇄가격","2016","제조업",367841
"중랑구","2020년 기준년 연쇄가격","2016","전기, 가스, 증기 및 공기 조절 공급업",58743
"중랑구","2020년 기준년 연쇄가격","2016","건설업",190879
"중랑구","2020년 기준년 연쇄가격","2016","도매 및 소매업",729204
"중랑구","2020년 기준년 연쇄가격","2016","운수 및 창고업",363586
"중랑구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",198838
"중랑구","2020년 기준년 연쇄가격","2016","정보통신업",53723
"중랑구","2020년 기준년 연쇄가격","2016","금융 및 보험업",99135
"중랑구","2020년 기준년 연쇄가격","2016","부동산업",782277
"중랑구","2020년 기준년 연쇄가격","2016","사업서비스업",189108
"중랑구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",158024
"중랑구","2020년 기준년 연쇄가격","2016","교육 서비스업",319755
"중랑구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",427515
"중랑구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",248713
"중랑구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",4766711
"중랑구","2020년 기준년 연쇄가격","2017","순생산물세",399396
"중랑구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",4375344
"중랑구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",2044
"중랑구","2020년 기준년 연쇄가격","2017","광업",247
"중랑구","2020년 기준년 연쇄가격","2017","제조업",357008
"중랑구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",65335
"중랑구","2020년 기준년 연쇄가격","2017","건설업",226745
"중랑구","2020년 기준년 연쇄가격","2017","도매 및 소매업",750481
"중랑구","2020년 기준년 연쇄가격","2017","운수 및 창고업",393316
"중랑구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",200856
"중랑구","2020년 기준년 연쇄가격","2017","정보통신업",48645
"중랑구","2020년 기준년 연쇄가격","2017","금융 및 보험업",104527
"중랑구","2020년 기준년 연쇄가격","2017","부동산업",807055
"중랑구","2020년 기준년 연쇄가격","2017","사업서비스업",246055
"중랑구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",168620
"중랑구","2020년 기준년 연쇄가격","2017","교육 서비스업",315962
"중랑구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",452594
"중랑구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",233484
"중랑구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",4871303
"중랑구","2020년 기준년 연쇄가격","2018","순생산물세",389013
"중랑구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",4488904
"중랑구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",2000
"중랑구","2020년 기준년 연쇄가격","2018","광업",225
"중랑구","2020년 기준년 연쇄가격","2018","제조업",367944
"중랑구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",61881
"중랑구","2020년 기준년 연쇄가격","2018","건설업",305662
"중랑구","2020년 기준년 연쇄가격","2018","도매 및 소매업",753652
"중랑구","2020년 기준년 연쇄가격","2018","운수 및 창고업",387007
"중랑구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",209829
"중랑구","2020년 기준년 연쇄가격","2018","정보통신업",49390
"중랑구","2020년 기준년 연쇄가격","2018","금융 및 보험업",113870
"중랑구","2020년 기준년 연쇄가격","2018","부동산업",807251
"중랑구","2020년 기준년 연쇄가격","2018","사업서비스업",215138
"중랑구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",167677
"중랑구","2020년 기준년 연쇄가격","2018","교육 서비스업",319663
"중랑구","2020년 기준년 연쇄가격","2018","보건업 및 사회복지서비스업",491572
"중랑구","2020년 기준년 연쇄가격","2018","문화 및 기타 서비스업",236381
"중랑구","2020년 기준년 연쇄가격","2019","지역내총생산(시장가격)",5180404
"중랑구","2020년 기준년 연쇄가격","2019","순생산물세",437413
"중랑구","2020년 기준년 연쇄가격","2019","총부가가치(기초가격)",4751144
"중랑구","2020년 기준년 연쇄가격","2019","농업, 임업 및 어업",1524
"중랑구","2020년 기준년 연쇄가격","2019","광업",-
"중랑구","2020년 기준년 연쇄가격","2019","제조업",370035
"중랑구","2020년 기준년 연쇄가격","2019","전기, 가스, 증기 및 공기 조절 공급업",61893
"중랑구","2020년 기준년 연쇄가격","2019","건설업",445556
"중랑구","2020년 기준년 연쇄가격","2019","도매 및 소매업",740490
"중랑구","2020년 기준년 연쇄가격","2019","운수 및 창고업",373000
"중랑구","2020년 기준년 연쇄가격","2019","숙박 및 음식점업",224529
"중랑구","2020년 기준년 연쇄가격","2019","정보통신업",50861
"중랑구","2020년 기준년 연쇄가격","2019","금융 및 보험업",111365
"중랑구","2020년 기준년 연쇄가격","2019","부동산업",813518
"중랑구","2020년 기준년 연쇄가격","2019","사업서비스업",246318
"중랑구","2020년 기준년 연쇄가격","2019","공공 행정, 국방 및 사회보장 행정",181560
"중랑구","2020년 기준년 연쇄가격","2019","교육 서비스업",328913
"중랑구","2020년 기준년 연쇄가격","2019","보건업 및 사회복지서비스업",555256
"중랑구","2020년 기준년 연쇄가격","2019","문화 및 기타 서비스업",251191
"중랑구","2020년 기준년 연쇄가격","2020","지역내총생산(시장가격)",5322008
"중랑구","2020년 기준년 연쇄가격","2020","순생산물세",396592
"중랑구","2020년 기준년 연쇄가격","2020","총부가가치(기초가격)",4828143
"중랑구","2020년 기준년 연쇄가격","2020","농업, 임업 및 어업",2052
"중랑구","2020년 기준년 연쇄가격","2020","광업",75
"중랑구","2020년 기준년 연쇄가격","2020","제조업",381669
"중랑구","2020년 기준년 연쇄가격","2020","전기, 가스, 증기 및 공기 조절 공급업",62617
"중랑구","2020년 기준년 연쇄가격","2020","건설업",457076
"중랑구","2020년 기준년 연쇄가격","2020","도매 및 소매업",860593
"중랑구","2020년 기준년 연쇄가격","2020","운수 및 창고업",228885
"중랑구","2020년 기준년 연쇄가격","2020","숙박 및 음식점업",182582
"중랑구","2020년 기준년 연쇄가격","2020","정보통신업",83474
"중랑구","2020년 기준년 연쇄가격","2020","금융 및 보험업",86580
"중랑구","2020년 기준년 연쇄가격","2020","부동산업",889891
"중랑구","2020년 기준년 연쇄가격","2020","사업서비스업",280982
"중랑구","2020년 기준년 연쇄가격","2020","공공 행정, 국방 및 사회보장 행정",190288
"중랑구","2020년 기준년 연쇄가격","2020","교육 서비스업",344957
"중랑구","2020년 기준년 연쇄가격","2020","보건업 및 사회복지서비스업",560742
"중랑구","2020년 기준년 연쇄가격","2020","문화 및 기타 서비스업",215679
"중랑구","2020년 기준년 연쇄가격","2021","지역내총생산(시장가격)",5303594
"중랑구","2020년 기준년 연쇄가격","2021","순생산물세",394699
"중랑구","2020년 기준년 연쇄가격","2021","총부가가치(기초가격)",4908895
"중랑구","2020년 기준년 연쇄가격","2021","농업, 임업 및 어업",2107
"중랑구","2020년 기준년 연쇄가격","2021","광업",563
"중랑구","2020년 기준년 연쇄가격","2021","제조업",421248
"중랑구","2020년 기준년 연쇄가격","2021","전기, 가스, 증기 및 공기 조절 공급업",64764
"중랑구","2020년 기준년 연쇄가격","2021","건설업",439298
"중랑구","2020년 기준년 연쇄가격","2021","도매 및 소매업",849333
"중랑구","2020년 기준년 연쇄가격","2021","운수 및 창고업",256153
"중랑구","2020년 기준년 연쇄가격","2021","숙박 및 음식점업",190352
"중랑구","2020년 기준년 연쇄가격","2021","정보통신업",89698
"중랑구","2020년 기준년 연쇄가격","2021","금융 및 보험업",90443
"중랑구","2020년 기준년 연쇄가격","2021","부동산업",816784
"중랑구","2020년 기준년 연쇄가격","2021","사업서비스업",338644
"중랑구","2020년 기준년 연쇄가격","2021","공공 행정, 국방 및 사회보장 행정",199003
"중랑구","2020년 기준년 연쇄가격","2021","교육 서비스업",338991
"중랑구","2020년 기준년 연쇄가격","2021","보건업 및 사회복지서비스업",592381
"중랑구","2020년 기준년 연쇄가격","2021","문화 및 기타 서비스업",219131
"중랑구","2020년 기준년 연쇄가격","2022","지역내총생산(시장가격)",5202430
"중랑구","2020년 기준년 연쇄가격","2022","순생산물세",384324
"중랑구","2020년 기준년 연쇄가격","2022","총부가가치(기초가격)",4818240
"중랑구","2020년 기준년 연쇄가격","2022","농업, 임업 및 어업",1887
"중랑구","2020년 기준년 연쇄가격","2022","광업",1089
"중랑구","2020년 기준년 연쇄가격","2022","제조업",431369
"중랑구","2020년 기준년 연쇄가격","2022","전기, 가스, 증기 및 공기 조절 공급업",63949
"중랑구","2020년 기준년 연쇄가격","2022","건설업",224675
"중랑구","2020년 기준년 연쇄가격","2022","도매 및 소매업",832357
"중랑구","2020년 기준년 연쇄가격","2022","운수 및 창고업",292938
"중랑구","2020년 기준년 연쇄가격","2022","숙박 및 음식점업",210662
"중랑구","2020년 기준년 연쇄가격","2022","정보통신업",96691
"중랑구","2020년 기준년 연쇄가격","2022","금융 및 보험업",103296
"중랑구","2020년 기준년 연쇄가격","2022","부동산업",777690
"중랑구","2020년 기준년 연쇄가격","2022","사업서비스업",364220
"중랑구","2020년 기준년 연쇄가격","2022","공공 행정, 국방 및 사회보장 행정",197499
"중랑구","2020년 기준년 연쇄가격","2022","교육 서비스업",357907
"중랑구","2020년 기준년 연쇄가격","2022","보건업 및 사회복지서비스업",626097
"중랑구","2020년 기준년 연쇄가격","2022","문화 및 기타 서비스업",243182
"성북구","2020년 기준년 연쇄가격","2015","지역내총생산(시장가격)",6051698
"성북구","2020년 기준년 연쇄가격","2015","순생산물세",401184
"성북구","2020년 기준년 연쇄가격","2015","총부가가치(기초가격)",5652919
"성북구","2020년 기준년 연쇄가격","2015","농업, 임업 및 어업",339
"성북구","2020년 기준년 연쇄가격","2015","광업",-
"성북구","2020년 기준년 연쇄가격","2015","제조업",226467
"성북구","2020년 기준년 연쇄가격","2015","전기, 가스, 증기 및 공기 조절 공급업",86634
"성북구","2020년 기준년 연쇄가격","2015","건설업",405694
"성북구","2020년 기준년 연쇄가격","2015","도매 및 소매업",598633
"성북구","2020년 기준년 연쇄가격","2015","운수 및 창고업",219473
"성북구","2020년 기준년 연쇄가격","2015","숙박 및 음식점업",245732
"성북구","2020년 기준년 연쇄가격","2015","정보통신업",82285
"성북구","2020년 기준년 연쇄가격","2015","금융 및 보험업",148549
"성북구","2020년 기준년 연쇄가격","2015","부동산업",1131895
"성북구","2020년 기준년 연쇄가격","2015","사업서비스업",346771
"성북구","2020년 기준년 연쇄가격","2015","공공 행정, 국방 및 사회보장 행정",202387
"성북구","2020년 기준년 연쇄가격","2015","교육 서비스업",1187781
"성북구","2020년 기준년 연쇄가격","2015","보건업 및 사회복지서비스업",506714
"성북구","2020년 기준년 연쇄가격","2015","문화 및 기타 서비스업",252036
"성북구","2020년 기준년 연쇄가격","2016","지역내총생산(시장가격)",6137960
"성북구","2020년 기준년 연쇄가격","2016","순생산물세",446312
"성북구","2020년 기준년 연쇄가격","2016","총부가가치(기초가격)",5698596
"성북구","2020년 기준년 연쇄가격","2016","농업, 임업 및 어업",400
"성북구","2020년 기준년 연쇄가격","2016","광업",-
"성북구","2020년 기준년 연쇄가격","2016","제조업",211374
"성북구","2020년 기준년 연쇄가격","2016","전기, 가스, 증기 및 공기 조절 공급업",74836
"성북구","2020년 기준년 연쇄가격","2016","건설업",404591
"성북구","2020년 기준년 연쇄가격","2016","도매 및 소매업",608013
"성북구","2020년 기준년 연쇄가격","2016","운수 및 창고업",197303
"성북구","2020년 기준년 연쇄가격","2016","숙박 및 음식점업",257836
"성북구","2020년 기준년 연쇄가격","2016","정보통신업",86219
"성북구","2020년 기준년 연쇄가격","2016","금융 및 보험업",156493
"성북구","2020년 기준년 연쇄가격","2016","부동산업",1163249
"성북구","2020년 기준년 연쇄가격","2016","사업서비스업",399731
"성북구","2020년 기준년 연쇄가격","2016","공공 행정, 국방 및 사회보장 행정",204807
"성북구","2020년 기준년 연쇄가격","2016","교육 서비스업",1134704
"성북구","2020년 기준년 연쇄가격","2016","보건업 및 사회복지서비스업",530706
"성북구","2020년 기준년 연쇄가격","2016","문화 및 기타 서비스업",259984
"성북구","2020년 기준년 연쇄가격","2017","지역내총생산(시장가격)",6422706
"성북구","2020년 기준년 연쇄가격","2017","순생산물세",450853
"성북구","2020년 기준년 연쇄가격","2017","총부가가치(기초가격)",5977191
"성북구","2020년 기준년 연쇄가격","2017","농업, 임업 및 어업",439
"성북구","2020년 기준년 연쇄가격","2017","광업",-
"성북구","2020년 기준년 연쇄가격","2017","제조업",206967
"성북구","2020년 기준년 연쇄가격","2017","전기, 가스, 증기 및 공기 조절 공급업",82871
"성북구","2020년 기준년 연쇄가격","2017","건설업",484061
"성북구","2020년 기준년 연쇄가격","2017","도매 및 소매업",585966
"성북구","2020년 기준년 연쇄가격","2017","운수 및 창고업",208065
"성북구","2020년 기준년 연쇄가격","2017","숙박 및 음식점업",249686
"성북구","2020년 기준년 연쇄가격","2017","정보통신업",84696
"성북구","2020년 기준년 연쇄가격","2017","금융 및 보험업",160339
"성북구","2020년 기준년 연쇄가격","2017","부동산업",1145798
"성북구","2020년 기준년 연쇄가격","2017","사업서비스업",650758
"성북구","2020년 기준년 연쇄가격","2017","공공 행정, 국방 및 사회보장 행정",211633
"성북구","2020년 기준년 연쇄가격","2017","교육 서비스업",1123272
"성북구","2020년 기준년 연쇄가격","2017","보건업 및 사회복지서비스업",550437
"성북구","2020년 기준년 연쇄가격","2017","문화 및 기타 서비스업",244699
"성북구","2020년 기준년 연쇄가격","2018","지역내총생산(시장가격)",6284703
"성북구","2020년 기준년 연쇄가격","2018","순생산물세",439591
"성북구","2020년 기준년 연쇄가격","2018","총부가가치(기초가격)",5850209
"성북구","2020년 기준년 연쇄가격","2018","농업, 임업 및 어업",510
"성북구","2020년 기준년 연쇄가격","2018","광업",-
"성북구","2020년 기준년 연쇄가격","2018","제조업",216089
"성북구","2020년 기준년 연쇄가격","2018","전기, 가스, 증기 및 공기 조절 공급업",77449
"성북구","2020년 기준년 연쇄가격","2018","건설업",540643
"성북구","2020년 기준년 연쇄가격","2018","도매 및 소매업",585142
"성북구","2020년 기준년 연쇄가격","2018","운수 및 창고업",182351
"성북구","2020년 기준년 연쇄가격","2018","숙박 및 음식점업",266030
"성북구","2020년 기준년 연쇄가격","2018","정보통신업",93261
"성북구","2020년 기준년 연쇄가격","2018","금융 및 보험업",161150
"성북구","2020년 기준년 연쇄가격","2018","부동산업",1134105
"성북구","2020년 기준년 연쇄가격","2018","사업서비스업",401464
"성북구","2020년 기준년 연쇄가격","2018","공공 행정, 국방 및 사회보장 행정",211192
