STD_YEAR,STD_QT,DIST_CODE,AGE_ORD,AGE_GRP,POP_CNT
2017,1,11680,3,10~14세,26992
2017,1,11680,4,15~19세,37275
2017,1,11680,5,20~24세,38737
2017,1,11680,6,25~29세,43391
2017,1,11680,7,30~34세,47432
2017,1,11680,8,35~39세,49868
2017,1,11680,9,40~44세,48789
2017,1,11680,10,45~49세,55424
2017,1,11680,11,50~54세,43533
2017,1,11680,12,55~59세,39487
2017,1,11680,13,60~64세,32954
2017,1,11680,14,65~69세,23289
2017,1,11680,15,70~74세,17177
2017,1,11680,16,75~79세,10981
2017,1,11680,17,80~84세,6255
2017,1,11680,18,85~89세,3350
2017,1,11680,19,90~94세,1430
2017,1,11680,20,95~99세,456
2017,1,11680,21,100세 이상,229
2017,1,11710,1,0~4세,27417
2017,1,11710,2,5~9세,29156
2017,1,11710,3,10~14세,29184
2017,1,11710,4,15~19세,37547
2017,1,11710,5,20~24세,44247
2017,1,11710,6,25~29세,49860
2017,1,11710,7,30~34세,57068
2017,1,11710,8,35~39세,58920
2017,1,11710,9,40~44세,55425
2017,1,11710,10,45~49세,58541
2017,1,11710,11,50~54세,51700
2017,1,11710,12,55~59세,53452
2017,1,11710,13,60~64세,42460
2017,1,11710,14,65~69세,27544
2017,1,11710,15,70~74세,19141
2017,1,11710,16,75~79세,12494
2017,1,11710,17,80~84세,7481
2017,1,11710,18,85~89세,3730
2017,1,11710,19,90~94세,1513
2017,1,11710,20,95~99세,388
2017,1,11710,21,100세 이상,215
2017,1,11740,1,0~4세,17332
2017,1,11740,2,5~9세,18377
2017,1,11740,3,10~14세,18286
2017,1,11740,4,15~19세,25043
2017,1,11740,5,20~24세,30357
2017,1,11740,6,25~29세,32633
2017,1,11740,7,30~34세,35208
2017,1,11740,8,35~39세,38101
2017,1,11740,9,40~44세,35497
2017,1,11740,10,45~49세,38737
2017,1,11740,11,50~54세,36922
2017,1,11740,12,55~59세,40381
2017,1,11740,13,60~64세,31737
2017,1,11740,14,65~69세,20748
2017,1,11740,15,70~74세,14394
2017,1,11740,16,75~79세,9439
2017,1,11740,17,80~84세,5447
2017,1,11740,18,85~89세,2944
2017,1,11740,19,90~94세,1143
2017,1,11740,20,95~99세,305
2017,1,11740,21,100세 이상,202
2017,2,11110,1,0~4세,4459
2017,2,11110,2,5~9세,5024
2017,2,11110,3,10~14세,5508
2017,2,11110,4,15~19세,8416
2017,2,11110,5,20~24세,14221
2017,2,11110,6,25~29세,13436
2017,2,11110,7,30~34세,11435
2017,2,11110,8,35~39세,11407
2017,2,11110,9,40~44세,11903
2017,2,11110,10,45~49세,14541
2017,2,11110,11,50~54세,13412
2017,2,11110,12,55~59세,13492
2017,2,11110,13,60~64세,10522
2017,2,11110,14,65~69세,7633
2017,2,11110,15,70~74세,6603
2017,2,11110,16,75~79세,5646
2017,2,11110,17,80~84세,3243
2017,2,11110,18,85~89세,1539
2017,2,11110,19,90~94세,623
2017,2,11110,20,95~99세,244
2017,2,11110,21,100세 이상,214
2017,2,11140,1,0~4세,4308
2017,2,11140,2,5~9세,3958
2017,2,11140,3,10~14세,3510
2017,2,11140,4,15~19세,5305
2017,2,11140,5,20~24세,9514
2017,2,11140,6,25~29세,10890
2017,2,11140,7,30~34세,10879
2017,2,11140,8,35~39세,10846
2017,2,11140,9,40~44세,9825
2017,2,11140,10,45~49세,11182
2017,2,11140,11,50~54세,10764
2017,2,11140,12,55~59세,11708
2017,2,11140,13,60~64세,9175
2017,2,11140,14,65~69세,6610
2017,2,11140,15,70~74세,5324
2017,2,11140,16,75~79세,4366
2017,2,11140,17,80~84세,2582
2017,2,11140,18,85~89세,1300
2017,2,11140,19,90~94세,471
2017,2,11140,20,95~99세,160
2017,2,11140,21,100세 이상,161
2017,2,11170,1,0~4세,8503
2017,2,11170,2,5~9세,8704
2017,2,11170,3,10~14세,8466
2017,2,11170,4,15~19세,10871
2017,2,11170,5,20~24세,14986
2017,2,11170,6,25~29세,18690
2017,2,11170,7,30~34세,20586
2017,2,11170,8,35~39세,21189
2017,2,11170,9,40~44세,19918
2017,2,11170,10,45~49세,21961
2017,2,11170,11,50~54세,18759
2017,2,11170,12,55~59세,19099
2017,2,11170,13,60~64세,15163
2017,2,11170,14,65~69세,11027
2017,2,11170,15,70~74세,9062
2017,2,11170,16,75~79세,7801
2017,2,11170,17,80~84세,4731
2017,2,11170,18,85~89세,2343
2017,2,11170,19,90~94세,950
2017,2,11170,20,95~99세,289
2017,2,11170,21,100세 이상,308
2017,2,11200,1,0~4세,12802
2017,2,11200,2,5~9세,11227
2017,2,11200,3,10~14세,10371
2017,2,11200,4,15~19세,14256
2017,2,11200,5,20~24세,22813
2017,2,11200,6,25~29세,25595
2017,2,11200,7,30~34세,26431
2017,2,11200,8,35~39세,27508
2017,2,11200,9,40~44세,24761
2017,2,11200,10,45~49세,26763
2017,2,11200,11,50~54세,24588
2017,2,11200,12,55~59세,25394
2017,2,11200,13,60~64세,18842
2017,2,11200,14,65~69세,13279
2017,2,11200,15,70~74세,10882
2017,2,11200,16,75~79세,8457
2017,2,11200,17,80~84세,4692
2017,2,11200,18,85~89세,2038
2017,2,11200,19,90~94세,699
2017,2,11200,20,95~99세,226
2017,2,11200,21,100세 이상,207
2017,2,11215,1,0~4세,12766
2017,2,11215,2,5~9세,12701
2017,2,11215,3,10~14세,13225
2017,2,11215,4,15~19세,18828
2017,2,11215,5,20~24세,30385
2017,2,11215,6,25~29세,34753
2017,2,11215,7,30~34세,32888
2017,2,11215,8,35~39세,30827
2017,2,11215,9,40~44세,28497
2017,2,11215,10,45~49세,32192
2017,2,11215,11,50~54세,29552
2017,2,11215,12,55~59세,30106
2017,2,11215,13,60~64세,22132
2017,2,11215,14,65~69세,14924
2017,2,11215,15,70~74세,11530
2017,2,11215,16,75~79세,8548
2017,2,11215,17,80~84세,4617
2017,2,11215,18,85~89세,2105
2017,2,11215,19,90~94세,735
2017,2,11215,20,95~99세,242
2017,2,11215,21,100세 이상,175
2017,2,11230,1,0~4세,12229
2017,2,11230,2,5~9세,12579
2017,2,11230,3,10~14세,12057
2017,2,11230,4,15~19세,18012
2017,2,11230,5,20~24세,31501
2017,2,11230,6,25~29세,30756
2017,2,11230,7,30~34세,27300
2017,2,11230,8,35~39세,28914
2017,2,11230,9,40~44세,27476
2017,2,11230,10,45~49세,30152
2017,2,11230,11,50~54세,27919
2017,2,11230,12,55~59세,30024
2017,2,11230,13,60~64세,24315
2017,2,11230,14,65~69세,17918
2017,2,11230,15,70~74세,14897
2017,2,11230,16,75~79세,11678
2017,2,11230,17,80~84세,6183
2017,2,11230,18,85~89세,2640
2017,2,11230,19,90~94세,961
2017,2,11230,20,95~99세,297
2017,2,11230,21,100세 이상,242
2017,2,11260,1,0~4세,14783
2017,2,11260,2,5~9세,14311
2017,2,11260,3,10~14세,13848
2017,2,11260,4,15~19세,19865
2017,2,11260,5,20~24세,28626
2017,2,11260,6,25~29세,30939
2017,2,11260,7,30~34세,31998
2017,2,11260,8,35~39세,33433
2017,2,11260,9,40~44세,30512
2017,2,11260,10,45~49세,35854
2017,2,11260,11,50~54세,35600
2017,2,11260,12,55~59세,38195
2017,2,11260,13,60~64세,28992
2017,2,11260,14,65~69세,20464
2017,2,11260,15,70~74세,15746
2017,2,11260,16,75~79세,11448
2017,2,11260,17,80~84세,6136
2017,2,11260,18,85~89세,2673
2017,2,11260,19,90~94세,926
2017,2,11260,20,95~99세,279
2017,2,11260,21,100세 이상,155
2017,2,11290,1,0~4세,16300
2017,2,11290,2,5~9세,18669
2017,2,11290,3,10~14세,18832
2017,2,11290,4,15~19세,24615
2017,2,11290,5,20~24세,36470
2017,2,11290,6,25~29세,34094
2017,2,11290,7,30~34세,32044
2017,2,11290,8,35~39세,35699
2017,2,11290,9,40~44세,37752
2017,2,11290,10,45~49세,40897
2017,2,11290,11,50~54세,34584
2017,2,11290,12,55~59세,35655
2017,2,11290,13,60~64세,28310
2017,2,11290,14,65~69세,21034
2017,2,11290,15,70~74세,17556
2017,2,11290,16,75~79세,13959
2017,2,11290,17,80~84세,7633
2017,2,11290,18,85~89세,3354
2017,2,11290,19,90~94세,1128
2017,2,11290,20,95~99세,389
2017,2,11290,21,100세 이상,302
2017,2,11305,1,0~4세,10220
2017,2,11305,2,5~9세,11118
2017,2,11305,3,10~14세,11448
2017,2,11305,4,15~19세,16272
2017,2,11305,5,20~24세,22462
2017,2,11305,6,25~29세,22399
2017,2,11305,7,30~34세,22155
2017,2,11305,8,35~39세,25148
2017,2,11305,9,40~44세,25401
2017,2,11305,10,45~49세,29061
2017,2,11305,11,50~54세,26650
2017,2,11305,12,55~59세,28884
2017,2,11305,13,60~64세,23281
2017,2,11305,14,65~69세,18384
2017,2,11305,15,70~74세,15413
2017,2,11305,16,75~79세,11920
2017,2,11305,17,80~84세,5941
2017,2,11305,18,85~89세,2509
2017,2,11305,19,90~94세,853
2017,2,11305,20,95~99세,270
2017,2,11305,21,100세 이상,215
2017,2,11320,1,0~4세,11644
2017,2,11320,2,5~9세,12834
2017,2,11320,3,10~14세,13417
2017,2,11320,4,15~19세,19191
2017,2,11320,5,20~24세,24290
2017,2,11320,6,25~29세,23224
2017,2,11320,7,30~34세,23026
2017,2,11320,8,35~39세,25632
2017,2,11320,9,40~44세,26000
2017,2,11320,10,45~49세,30955
2017,2,11320,11,50~54세,28948
2017,2,11320,12,55~59세,31688
2017,2,11320,13,60~64세,24918
2017,2,11320,14,65~69세,17289
2017,2,11320,15,70~74세,13699
2017,2,11320,16,75~79세,10913
2017,2,11320,17,80~84세,6059
2017,2,11320,18,85~89세,2839
2017,2,11320,19,90~94세,1002
2017,2,11320,20,95~99세,237
2017,2,11320,21,100세 이상,136
2017,2,11350,1,0~4세,20139
2017,2,11350,2,5~9세,22750
2017,2,11350,3,10~14세,27378
2017,2,11350,4,15~19세,38853
2017,2,11350,5,20~24세,43211
2017,2,11350,6,25~29세,35744
2017,2,11350,7,30~34세,36118
2017,2,11350,8,35~39세,42215
2017,2,11350,9,40~44세,45992
2017,2,11350,10,45~49세,54757
2017,2,11350,11,50~54세,46011
2017,2,11350,12,55~59세,45499
2017,2,11350,13,60~64세,34734
2017,2,11350,14,65~69세,24063
2017,2,11350,15,70~74세,18501
2017,2,11350,16,75~79세,15130
2017,2,11350,17,80~84세,8972
2017,2,11350,18,85~89세,4237
2017,2,11350,19,90~94세,1468
2017,2,11350,20,95~99세,414
2017,2,11350,21,100세 이상,225
2017,2,11380,1,0~4세,17513
2017,2,11380,2,5~9세,19262
2017,2,11380,3,10~14세,19684
2017,2,11380,4,15~19세,26265
2017,2,11380,5,20~24세,32542
2017,2,11380,6,25~29세,33291
2017,2,11380,7,30~34세,35113
2017,2,11380,8,35~39세,40658
2017,2,11380,9,40~44세,40594
2017,2,11380,10,45~49세,43796
2017,2,11380,11,50~54세,38363
2017,2,11380,12,55~59세,40434
2017,2,11380,13,60~64세,32184
2017,2,11380,14,65~69세,24156
2017,2,11380,15,70~74세,19752
2017,2,11380,16,75~79세,15401
2017,2,11380,17,80~84세,8292
2017,2,11380,18,85~89세,3552
2017,2,11380,19,90~94세,1295
2017,2,11380,20,95~99세,333
2017,2,11380,21,100세 이상,355
2017,2,11410,1,0~4세,11430
2017,2,11410,2,5~9세,11206
2017,2,11410,3,10~14세,11809
2017,2,11410,4,15~19세,16579
2017,2,11410,5,20~24세,27251
2017,2,11410,6,25~29세,26918
2017,2,11410,7,30~34세,23933
2017,2,11410,8,35~39세,24982
2017,2,11410,9,40~44세,24857
2017,2,11410,10,45~49세,28131
2017,2,11410,11,50~54세,25286
2017,2,11410,12,55~59세,25663
2017,2,11410,13,60~64세,19813
2017,2,11410,14,65~69세,14729
2017,2,11410,15,70~74세,12890
2017,2,11410,16,75~79세,10746
2017,2,11410,17,80~84세,6156
2017,2,11410,18,85~89세,2587
2017,2,11410,19,90~94세,938
2017,2,11410,20,95~99세,293
2017,2,11410,21,100세 이상,215
2017,2,11440,1,0~4세,15276
2017,2,11440,2,5~9세,15003
2017,2,11440,3,10~14세,14630
2017,2,11440,4,15~19세,18171
2017,2,11440,5,20~24세,28343
2017,2,11440,6,25~29세,34173
2017,2,11440,7,30~34세,35920
2017,2,11440,8,35~39세,35395
2017,2,11440,9,40~44세,33343
2017,2,11440,10,45~49세,33462
2017,2,11440,11,50~54세,27632
2017,2,11440,12,55~59세,27354
2017,2,11440,13,60~64세,20672
2017,2,11440,14,65~69세,15380
2017,2,11440,15,70~74세,12975
2017,2,11440,16,75~79세,10445
2017,2,11440,17,80~84세,6145
2017,2,11440,18,85~89세,2726
2017,2,11440,19,90~94세,936
2017,2,11440,20,95~99세,322
2017,2,11440,21,100세 이상,271
2017,2,11470,1,0~4세,16776
2017,2,11470,2,5~9세,21131
2017,2,11470,3,10~14세,25330
2017,2,11470,4,15~19세,33026
2017,2,11470,5,20~24세,33731
2017,2,11470,6,25~29세,30478
2017,2,11470,7,30~34세,31369
2017,2,11470,8,35~39세,36039
2017,2,11470,9,40~44세,39744
2017,2,11470,10,45~49세,47811
2017,2,11470,11,50~54세,41042
2017,2,11470,12,55~59세,38745
2017,2,11470,13,60~64세,29059
2017,2,11470,14,65~69세,19894
2017,2,11470,15,70~74세,13733
2017,2,11470,16,75~79세,9943
2017,2,11470,17,80~84세,5888
2017,2,11470,18,85~89세,2924
2017,2,11470,19,90~94세,1025
2017,2,11470,20,95~99세,276
2017,2,11470,21,100세 이상,155
2017,2,11500,1,0~4세,26194
2017,2,11500,2,5~9세,24228
2017,2,11500,3,10~14세,22867
2017,2,11500,4,15~19세,29790
2017,2,11500,5,20~24세,39842
2017,2,11500,6,25~29세,48243
2017,2,11500,7,30~34세,53933
2017,2,11500,8,35~39세,56178
2017,2,11500,9,40~44세,48899
2017,2,11500,10,45~49세,48752
2017,2,11500,11,50~54세,44788
2017,2,11500,12,55~59세,49807
2017,2,11500,13,60~64세,39321
2017,2,11500,14,65~69세,27250
2017,2,11500,15,70~74세,19143
2017,2,11500,16,75~79세,13628
2017,2,11500,17,80~84세,7884
2017,2,11500,18,85~89세,4056
2017,2,11500,19,90~94세,1445
2017,2,11500,20,95~99세,387
2017,2,11500,21,100세 이상,188
2017,2,11530,1,0~4세,18924
2017,2,11530,2,5~9세,18312
2017,2,11530,3,10~14세,15445
2017,2,11530,4,15~19세,19777
2017,2,11530,5,20~24세,26828
2017,2,11530,6,25~29세,32222
2017,2,11530,7,30~34세,36831
2017,2,11530,8,35~39세,40030
2017,2,11530,9,40~44세,36554
2017,2,11530,10,45~49세,37899
2017,2,11530,11,50~54세,36213
2017,2,11530,12,55~59세,38868
2017,2,11530,13,60~64세,30307
2017,2,11530,14,65~69세,21312
2017,2,11530,15,70~74세,15583
2017,2,11530,16,75~79세,11144
2017,2,11530,17,80~84세,5855
2017,2,11530,18,85~89세,2452
2017,2,11530,19,90~94세,838
2017,2,11530,20,95~99세,231
2017,2,11530,21,100세 이상,145
2017,2,11545,1,0~4세,8871
2017,2,11545,2,5~9세,8160
2017,2,11545,3,10~14세,7939
2017,2,11545,4,15~19세,11248
2017,2,11545,5,20~24세,16351
2017,2,11545,6,25~29세,20044
2017,2,11545,7,30~34세,20564
2017,2,11545,8,35~39세,20057
2017,2,11545,9,40~44세,19197
2017,2,11545,10,45~49세,22989
2017,2,11545,11,50~54세,24022
2017,2,11545,12,55~59세,24251
2017,2,11545,13,60~64세,17561
2017,2,11545,14,65~69세,12240
2017,2,11545,15,70~74세,9091
2017,2,11545,16,75~79세,6571
2017,2,11545,17,80~84세,3318
2017,2,11545,18,85~89세,1451
2017,2,11545,19,90~94세,487
2017,2,11545,20,95~99세,156
2017,2,11545,21,100세 이상,143
2017,2,11560,1,0~4세,15900
2017,2,11560,2,5~9세,14014
2017,2,11560,3,10~14세,12514
2017,2,11560,4,15~19세,16532
2017,2,11560,5,20~24세,23784
2017,2,11560,6,25~29세,33399
2017,2,11560,7,30~34세,36691
2017,2,11560,8,35~39세,35144
2017,2,11560,9,40~44세,31737
2017,2,11560,10,45~49세,34845
2017,2,11560,11,50~54세,34032
2017,2,11560,12,55~59세,35197
2017,2,11560,13,60~64세,26090
2017,2,11560,14,65~69세,18445
2017,2,11560,15,70~74세,13915
2017,2,11560,16,75~79세,10516
2017,2,11560,17,80~84세,6190
2017,2,11560,18,85~89세,2551
2017,2,11560,19,90~94세,952
2017,2,11560,20,95~99세,286
2017,2,11560,21,100세 이상,233
2017,2,11590,1,0~4세,15321
2017,2,11590,2,5~9세,15107
2017,2,11590,3,10~14세,14062
2017,2,11590,4,15~19세,18870
2017,2,11590,5,20~24세,31385
2017,2,11590,6,25~29세,36703
2017,2,11590,7,30~34세,35264
2017,2,11590,8,35~39세,35201
2017,2,11590,9,40~44세,31856
2017,2,11590,10,45~49세,33046
2017,2,11590,11,50~54세,30133
2017,2,11590,12,55~59세,32468
2017,2,11590,13,60~64세,25257
2017,2,11590,14,65~69세,19209
2017,2,11590,15,70~74세,15182
2017,2,11590,16,75~79세,11345
2017,2,11590,17,80~84세,6365
2017,2,11590,18,85~89세,2854
2017,2,11590,19,90~94세,1034
2017,2,11590,20,95~99세,314
2017,2,11590,21,100세 이상,241
2017,2,11620,1,0~4세,16333
2017,2,11620,2,5~9세,15363
2017,2,11620,3,10~14세,14884
2017,2,11620,4,15~19세,21060
2017,2,11620,5,20~24세,41245
2017,2,11620,6,25~29세,61352
2017,2,11620,7,30~34세,52227
2017,2,11620,8,35~39세,45425
2017,2,11620,9,40~44세,39011
2017,2,11620,10,45~49세,40169
2017,2,11620,11,50~54세,36914
2017,2,11620,12,55~59세,39499
2017,2,11620,13,60~64세,31469
2017,2,11620,14,65~69세,24787
2017,2,11620,15,70~74세,19233
2017,2,11620,16,75~79세,13822
2017,2,11620,17,80~84세,6612
2017,2,11620,18,85~89세,2877
2017,2,11620,19,90~94세,1016
2017,2,11620,20,95~99세,291
2017,2,11620,21,100세 이상,270
2017,2,11650,1,0~4세,18372
2017,2,11650,2,5~9세,22540
2017,2,11650,3,10~14세,22579
2017,2,11650,4,15~19세,25867
2017,2,11650,5,20~24세,27811
2017,2,11650,6,25~29세,31644
2017,2,11650,7,30~34세,35065
2017,2,11650,8,35~39세,39678
2017,2,11650,9,40~44세,40640
2017,2,11650,10,45~49세,42267
2017,2,11650,11,50~54세,32295
2017,2,11650,12,55~59세,31292
2017,2,11650,13,60~64세,25748
2017,2,11650,14,65~69세,18769
2017,2,11650,15,70~74세,14285
2017,2,11650,16,75~79세,9392
2017,2,11650,17,80~84세,5276
2017,2,11650,18,85~89세,2737
2017,2,11650,19,90~94세,1172
2017,2,11650,20,95~99세,324
2017,2,11650,21,100세 이상,183
2017,2,11680,1,0~4세,19501
2017,2,11680,2,5~9세,23396
2017,2,11680,3,10~14세,26853
2017,2,11680,4,15~19세,36893
2017,2,11680,5,20~24세,38608
2017,2,11680,6,25~29세,43573
2017,2,11680,7,30~34세,46549
2017,2,11680,8,35~39세,49950
2017,2,11680,9,40~44세,48188
2017,2,11680,10,45~49세,55449
2017,2,11680,11,50~54세,43606
2017,2,11680,12,55~59세,39168
2017,2,11680,13,60~64세,32716
2017,2,11680,14,65~69세,23621
2017,2,11680,15,70~74세,17331
2017,2,11680,16,75~79세,11210
2017,2,11680,17,80~84세,6299
2017,2,11680,18,85~89세,3356
2017,2,11680,19,90~94세,1460
2017,2,11680,20,95~99세,470
2017,2,11680,21,100세 이상,228
2017,2,11710,1,0~4세,27210
2017,2,11710,2,5~9세,29178
2017,2,11710,3,10~14세,29030
2017,2,11710,4,15~19세,36968
2017,2,11710,5,20~24세,44214
2017,2,11710,6,25~29세,50386
2017,2,11710,7,30~34세,56794
2017,2,11710,8,35~39세,59481
2017,2,11710,9,40~44세,54841
2017,2,11710,10,45~49세,58824
2017,2,11710,11,50~54세,51457
2017,2,11710,12,55~59세,53335
2017,2,11710,13,60~64세,42275
2017,2,11710,14,65~69세,28231
2017,2,11710,15,70~74세,19391
2017,2,11710,16,75~79세,12776
2017,2,11710,17,80~84세,7590
2017,2,11710,18,85~89세,3774
2017,2,11710,19,90~94세,1530
2017,2,11710,20,95~99세,394
2017,2,11710,21,100세 이상,219
2017,2,11740,1,0~4세,17329
2017,2,11740,2,5~9세,18310
2017,2,11740,3,10~14세,18252
2017,2,11740,4,15~19세,24641
2017,2,11740,5,20~24세,30069
2017,2,11740,6,25~29세,32755
2017,2,11740,7,30~34세,34753
2017,2,11740,8,35~39세,38612
2017,2,11740,9,40~44세,35225
2017,2,11740,10,45~49세,38857
2017,2,11740,11,50~54세,36648
2017,2,11740,12,55~59세,40266
2017,2,11740,13,60~64세,31689
2017,2,11740,14,65~69세,21270
2017,2,11740,15,70~74세,14584
2017,2,11740,16,75~79세,9661
2017,2,11740,17,80~84세,5546
2017,2,11740,18,85~89세,2933
2017,2,11740,19,90~94세,1157
2017,2,11740,20,95~99세,301
2017,2,11740,21,100세 이상,202
2017,3,11110,1,0~4세,4371
2017,3,11110,2,5~9세,5035
2017,3,11110,3,10~14세,5517
2017,3,11110,4,15~19세,8558
2017,3,11110,5,20~24세,14665
2017,3,11110,6,25~29세,13496
2017,3,11110,7,30~34세,11509
2017,3,11110,8,35~39세,11468
2017,3,11110,9,40~44세,11805
2017,3,11110,10,45~49세,14580
2017,3,11110,11,50~54세,13488
2017,3,11110,12,55~59세,13467
2017,3,11110,13,60~64세,10647
2017,3,11110,14,65~69세,7702
2017,3,11110,15,70~74세,6626
2017,3,11110,16,75~79세,5751
2017,3,11110,17,80~84세,3285
2017,3,11110,18,85~89세,1578
2017,3,11110,19,90~94세,623
2017,3,11110,20,95~99세,249
2017,3,11110,21,100세 이상,220
2017,3,11140,1,0~4세,4393
2017,3,11140,2,5~9세,4030
2017,3,11140,3,10~14세,3484
2017,3,11140,4,15~19세,5319
2017,3,11140,5,20~24세,9632
2017,3,11140,6,25~29세,11057
2017,3,11140,7,30~34세,11005
2017,3,11140,8,35~39세,11048
2017,3,11140,9,40~44세,9853
2017,3,11140,10,45~49세,11273
2017,3,11140,11,50~54세,10815
2017,3,11140,12,55~59세,11696
2017,3,11140,13,60~64세,9320
2017,3,11140,14,65~69세,6672
2017,3,11140,15,70~74세,5339
2017,3,11140,16,75~79세,4494
2017,3,11140,17,80~84세,2624
2017,3,11140,18,85~89세,1306
2017,3,11140,19,90~94세,488
2017,3,11140,20,95~99세,165
2017,3,11140,21,100세 이상,161
2017,3,11170,1,0~4세,8385
2017,3,11170,2,5~9세,8703
2017,3,11170,3,10~14세,8426
2017,3,11170,4,15~19세,10757
2017,3,11170,5,20~24세,15179
2017,3,11170,6,25~29세,19142
2017,3,11170,7,30~34세,20578
2017,3,11170,8,35~39세,21422
2017,3,11170,9,40~44세,19577
2017,3,11170,10,45~49세,22007
2017,3,11170,11,50~54세,18647
2017,3,11170,12,55~59세,18997
2017,3,11170,13,60~64세,15375
2017,3,11170,14,65~69세,11033
2017,3,11170,15,70~74세,9043
2017,3,11170,16,75~79세,7902
2017,3,11170,17,80~84세,4809
2017,3,11170,18,85~89세,2373
2017,3,11170,19,90~94세,954
2017,3,11170,20,95~99세,306
2017,3,11170,21,100세 이상,307
2017,3,11200,1,0~4세,12747
2017,3,11200,2,5~9세,11195
2017,3,11200,3,10~14세,10334
2017,3,11200,4,15~19세,14120
2017,3,11200,5,20~24세,23197
2017,3,11200,6,25~29세,25837
2017,3,11200,7,30~34세,26284
2017,3,11200,8,35~39세,27738
2017,3,11200,9,40~44세,24589
2017,3,11200,10,45~49세,26839
2017,3,11200,11,50~54세,24581
2017,3,11200,12,55~59세,25389
2017,3,11200,13,60~64세,19181
2017,3,11200,14,65~69세,13364
2017,3,11200,15,70~74세,10913
2017,3,11200,16,75~79세,8667
2017,3,11200,17,80~84세,4762
2017,3,11200,18,85~89세,2053
2017,3,11200,19,90~94세,704
2017,3,11200,20,95~99세,227
2017,3,11200,21,100세 이상,212
2017,3,11215,1,0~4세,12592
2017,3,11215,2,5~9세,12647
2017,3,11215,3,10~14세,13296
2017,3,11215,4,15~19세,18611
2017,3,11215,5,20~24세,30655
2017,3,11215,6,25~29세,35090
2017,3,11215,7,30~34세,32718
2017,3,11215,8,35~39세,31006
2017,3,11215,9,40~44세,28228
2017,3,11215,10,45~49세,32216
2017,3,11215,11,50~54세,29382
2017,3,11215,12,55~59세,30037
2017,3,11215,13,60~64세,22357
2017,3,11215,14,65~69세,15145
2017,3,11215,15,70~74세,11612
2017,3,11215,16,75~79세,8803
2017,3,11215,17,80~84세,4672
2017,3,11215,18,85~89세,2154
2017,3,11215,19,90~94세,767
2017,3,11215,20,95~99세,250
2017,3,11215,21,100세 이상,176
2017,3,11230,1,0~4세,11976
2017,3,11230,2,5~9세,12444
2017,3,11230,3,10~14세,12034
2017,3,11230,4,15~19세,17898
2017,3,11230,5,20~24세,32026
2017,3,11230,6,25~29세,30954
2017,3,11230,7,30~34세,26969
2017,3,11230,8,35~39세,28856
2017,3,11230,9,40~44세,26978
2017,3,11230,10,45~49세,30257
2017,3,11230,11,50~54세,27635
2017,3,11230,12,55~59세,29906
2017,3,11230,13,60~64세,24549
2017,3,11230,14,65~69세,17968
2017,3,11230,15,70~74세,14899
2017,3,11230,16,75~79세,11909
2017,3,11230,17,80~84세,6310
2017,3,11230,18,85~89세,2694
2017,3,11230,19,90~94세,956
2017,3,11230,20,95~99세,307
2017,3,11230,21,100세 이상,244
2017,3,11260,1,0~4세,14544
2017,3,11260,2,5~9세,14267
2017,3,11260,3,10~14세,13830
2017,3,11260,4,15~19세,19447
2017,3,11260,5,20~24세,28356
2017,3,11260,6,25~29세,31257
2017,3,11260,7,30~34세,31635
2017,3,11260,8,35~39세,33563
2017,3,11260,9,40~44세,30201
2017,3,11260,10,45~49세,35813
2017,3,11260,11,50~54세,35198
2017,3,11260,12,55~59세,38296
2017,3,11260,13,60~64세,29472
2017,3,11260,14,65~69세,20703
2017,3,11260,15,70~74세,15794
2017,3,11260,16,75~79세,11834
2017,3,11260,17,80~84세,6216
2017,3,11260,18,85~89세,2747
2017,3,11260,19,90~94세,943
2017,3,11260,20,95~99세,279
2017,3,11260,21,100세 이상,159
2017,3,11290,1,0~4세,15955
2017,3,11290,2,5~9세,18529
2017,3,11290,3,10~14세,18839
2017,3,11290,4,15~19세,24523
2017,3,11290,5,20~24세,36808
2017,3,11290,6,25~29세,34146
2017,3,11290,7,30~34세,31488
2017,3,11290,8,35~39세,35562
2017,3,11290,9,40~44세,37018
2017,3,11290,10,45~49세,41236
2017,3,11290,11,50~54세,34318
2017,3,11290,12,55~59세,35205
2017,3,11290,13,60~64세,28697
2017,3,11290,14,65~69세,21104
2017,3,11290,15,70~74세,17566
2017,3,11290,16,75~79세,14320
2017,3,11290,17,80~84세,7719
2017,3,11290,18,85~89세,3392
2017,3,11290,19,90~94세,1152
2017,3,11290,20,95~99세,382
2017,3,11290,21,100세 이상,302
2017,3,11305,1,0~4세,9955
2017,3,11305,2,5~9세,11059
2017,3,11305,3,10~14세,11366
2017,3,11305,4,15~19세,15976
2017,3,11305,5,20~24세,22385
2017,3,11305,6,25~29세,22587
2017,3,11305,7,30~34세,21767
2017,3,11305,8,35~39세,25050
2017,3,11305,9,40~44세,24974
2017,3,11305,10,45~49세,29101
2017,3,11305,11,50~54세,26461
2017,3,11305,12,55~59세,28782
2017,3,11305,13,60~64세,23501
2017,3,11305,14,65~69세,18453
2017,3,11305,15,70~74세,15425
2017,3,11305,16,75~79세,12235
2017,3,11305,17,80~84세,6082
2017,3,11305,18,85~89세,2510
2017,3,11305,19,90~94세,884
2017,3,11305,20,95~99세,271
2017,3,11305,21,100세 이상,218
2017,3,11320,1,0~4세,11338
2017,3,11320,2,5~9세,12674
2017,3,11320,3,10~14세,13404
