"시점","자치구별(1)","자치구별(2)",항목,데이터
"2019","서울시","동작구",수준지수 (서울특별시=100) (%),34.27
"2020","서울시","동작구",지역내총생산 (당해년 가격) (백만원),7158203
"2020","서울시","동작구",구성비 (%),1.5
"2020","서울시","동작구",인구(추계인구) (명),395249
"2020","서울시","동작구",1인당 지역내총생산 (천원),18111
"2020","서울시","동작구",수준지수 (서울특별시=100) (%),36.84
"2021","서울시","동작구",지역내총생산 (당해년 가격) (백만원),7278402
"2021","서울시","동작구",구성비 (%),1.4
"2021","서울시","동작구",인구(추계인구) (명),389147
"2021","서울시","동작구",1인당 지역내총생산 (천원),18703
"2021","서울시","동작구",수준지수 (서울특별시=100) (%),35.02
"2022","서울시","동작구",지역내총생산 (당해년 가격) (백만원),7614908
"2022","서울시","동작구",구성비 (%),1.4
"2022","서울시","동작구",인구(추계인구) (명),387889
"2022","서울시","동작구",1인당 지역내총생산 (천원),19632
"2022","서울시","동작구",수준지수 (서울특별시=100) (%),35.00
"2015","서울시","마포구",지역내총생산 (당해년 가격) (백만원),17526249
"2015","서울시","마포구",구성비 (%),4.5
"2015","서울시","마포구",인구(추계인구) (명),381936
"2015","서울시","마포구",1인당 지역내총생산 (천원),45888
"2015","서울시","마포구",수준지수 (서울특별시=100) (%),117.93
"2016","서울시","마포구",지역내총생산 (당해년 가격) (백만원),18415850
"2016","서울시","마포구",구성비 (%),4.5
"2016","서울시","마포구",인구(추계인구) (명),376613
"2016","서울시","마포구",1인당 지역내총생산 (천원),48899
"2016","서울시","마포구",수준지수 (서울특별시=100) (%),118.35
"2017","서울시","마포구",지역내총생산 (당해년 가격) (백만원),18948326
"2017","서울시","마포구",구성비 (%),4.4
"2017","서울시","마포구",인구(추계인구) (명),370277
"2017","서울시","마포구",1인당 지역내총생산 (천원),51173
"2017","서울시","마포구",수준지수 (서울특별시=100) (%),117.02
"2018","서울시","마포구",지역내총생산 (당해년 가격) (백만원),20357606
"2018","서울시","마포구",구성비 (%),4.5
"2018","서울시","마포구",인구(추계인구) (명),368647
"2018","서울시","마포구",1인당 지역내총생산 (천원),55222
"2018","서울시","마포구",수준지수 (서울특별시=100) (%),118.73
"2019","서울시","마포구",지역내총생산 (당해년 가격) (백만원),20660850
"2019","서울시","마포구",구성비 (%),4.4
"2019","서울시","마포구",인구(추계인구) (명),369130
"2019","서울시","마포구",1인당 지역내총생산 (천원),55972
"2019","서울시","마포구",수준지수 (서울특별시=100) (%),116.07
"2020","서울시","마포구",지역내총생산 (당해년 가격) (백만원),21010217
"2020","서울시","마포구",구성비 (%),4.4
"2020","서울시","마포구",인구(추계인구) (명),367091
"2020","서울시","마포구",1인당 지역내총생산 (천원),57234
"2020","서울시","마포구",수준지수 (서울특별시=100) (%),116.41
"2021","서울시","마포구",지역내총생산 (당해년 가격) (백만원),22791466
"2021","서울시","마포구",구성비 (%),4.5
"2021","서울시","마포구",인구(추계인구) (명),365136
"2021","서울시","마포구",1인당 지역내총생산 (천원),62419
"2021","서울시","마포구",수준지수 (서울특별시=100) (%),116.87
"2022","서울시","마포구",지역내총생산 (당해년 가격) (백만원),23169325
"2022","서울시","마포구",구성비 (%),4.4
"2022","서울시","마포구",인구(추계인구) (명),362971
"2022","서울시","마포구",1인당 지역내총생산 (천원),63832
"2022","서울시","마포구",수준지수 (서울특별시=100) (%),113.80
"2015","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),7267605
"2015","서울시","서대문구",구성비 (%),1.9
"2015","서울시","서대문구",인구(추계인구) (명),309797
"2015","서울시","서대문구",1인당 지역내총생산 (천원),23459
"2015","서울시","서대문구",수준지수 (서울특별시=100) (%),60.29
"2016","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),7885982
"2016","서울시","서대문구",구성비 (%),1.9
"2016","서울시","서대문구",인구(추계인구) (명),318355
"2016","서울시","서대문구",1인당 지역내총생산 (천원),24771
"2016","서울시","서대문구",수준지수 (서울특별시=100) (%),59.95
"2017","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),8069571
"2017","서울시","서대문구",구성비 (%),1.9
"2017","서울시","서대문구",인구(추계인구) (명),321480
"2017","서울시","서대문구",1인당 지역내총생산 (천원),25101
"2017","서울시","서대문구",수준지수 (서울특별시=100) (%),57.40
"2018","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),8313860
"2018","서울시","서대문구",구성비 (%),1.8
"2018","서울시","서대문구",인구(추계인구) (명),319448
"2018","서울시","서대문구",1인당 지역내총생산 (천원),26026
"2018","서울시","서대문구",수준지수 (서울특별시=100) (%),55.95
"2019","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),8642027
"2019","서울시","서대문구",구성비 (%),1.9
"2019","서울시","서대문구",인구(추계인구) (명),320173
"2019","서울시","서대문구",1인당 지역내총생산 (천원),26992
"2019","서울시","서대문구",수준지수 (서울특별시=100) (%),55.97
"2020","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),8394365
"2020","서울시","서대문구",구성비 (%),1.8
"2020","서울시","서대문구",인구(추계인구) (명),317188
"2020","서울시","서대문구",1인당 지역내총생산 (천원),26465
"2020","서울시","서대문구",수준지수 (서울특별시=100) (%),53.83
"2021","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),8978522
"2021","서울시","서대문구",구성비 (%),1.8
"2021","서울시","서대문구",인구(추계인구) (명),313930
"2021","서울시","서대문구",1인당 지역내총생산 (천원),28600
"2021","서울시","서대문구",수준지수 (서울특별시=100) (%),53.55
"2022","서울시","서대문구",지역내총생산 (당해년 가격) (백만원),8776167
"2022","서울시","서대문구",구성비 (%),1.7
"2022","서울시","서대문구",인구(추계인구) (명),316135
"2022","서울시","서대문구",1인당 지역내총생산 (천원),27761
"2022","서울시","서대문구",수준지수 (서울특별시=100) (%),49.49
"2015","서울시","서초구",지역내총생산 (당해년 가격) (백만원),30023717
"2015","서울시","서초구",구성비 (%),7.8
"2015","서울시","서초구",인구(추계인구) (명),420368
"2015","서울시","서초구",1인당 지역내총생산 (천원),71422
"2015","서울시","서초구",수준지수 (서울특별시=100) (%),183.55
"2016","서울시","서초구",지역내총생산 (당해년 가격) (백만원),33516210
"2016","서울시","서초구",구성비 (%),8.2
"2016","서울시","서초구",인구(추계인구) (명),418215
"2016","서울시","서초구",1인당 지역내총생산 (천원),80141
"2016","서울시","서초구",수준지수 (서울특별시=100) (%),193.96
"2017","서울시","서초구",지역내총생산 (당해년 가격) (백만원),34073087
"2017","서울시","서초구",구성비 (%),8.0
"2017","서울시","서초구",인구(추계인구) (명),415982
"2017","서울시","서초구",1인당 지역내총생산 (천원),81910
"2017","서울시","서초구",수준지수 (서울특별시=100) (%),187.30
"2018","서울시","서초구",지역내총생산 (당해년 가격) (백만원),36465683
"2018","서울시","서초구",구성비 (%),8.1
"2018","서울시","서초구",인구(추계인구) (명),413435
"2018","서울시","서초구",1인당 지역내총생산 (천원),88202
"2018","서울시","서초구",수준지수 (서울특별시=100) (%),189.63
"2019","서울시","서초구",지역내총생산 (당해년 가격) (백만원),37360049
"2019","서울시","서초구",구성비 (%),8.0
"2019","서울시","서초구",인구(추계인구) (명),405612
"2019","서울시","서초구",1인당 지역내총생산 (천원),92108
"2019","서울시","서초구",수준지수 (서울특별시=100) (%),191.00
"2020","서울시","서초구",지역내총생산 (당해년 가격) (백만원),37873149
"2020","서울시","서초구",구성비 (%),8.0
"2020","서울시","서초구",인구(추계인구) (명),405077
"2020","서울시","서초구",1인당 지역내총생산 (천원),93496
"2020","서울시","서초구",수준지수 (서울특별시=100) (%),190.17
"2021","서울시","서초구",지역내총생산 (당해년 가격) (백만원),40707817
"2021","서울시","서초구",구성비 (%),8.0
"2021","서울시","서초구",인구(추계인구) (명),396100
"2021","서울시","서초구",1인당 지역내총생산 (천원),102772
"2021","서울시","서초구",수준지수 (서울특별시=100) (%),192.43
"2022","서울시","서초구",지역내총생산 (당해년 가격) (백만원),40252087
"2022","서울시","서초구",구성비 (%),7.6
"2022","서울시","서초구",인구(추계인구) (명),383939
"2022","서울시","서초구",1인당 지역내총생산 (천원),104840
"2022","서울시","서초구",수준지수 (서울특별시=100) (%),186.90
"2015","서울시","성동구",지역내총생산 (당해년 가격) (백만원),10728559
"2015","서울시","성동구",구성비 (%),2.8
"2015","서울시","성동구",인구(추계인구) (명),295266
"2015","서울시","성동구",1인당 지역내총생산 (천원),36335
"2015","서울시","성동구",수준지수 (서울특별시=100) (%),93.38
"2016","서울시","성동구",지역내총생산 (당해년 가격) (백만원),11696824
"2016","서울시","성동구",구성비 (%),2.9
"2016","서울시","성동구",인구(추계인구) (명),294822
"2016","서울시","성동구",1인당 지역내총생산 (천원),39674
"2016","서울시","성동구",수준지수 (서울특별시=100) (%),96.02
"2017","서울시","성동구",지역내총생산 (당해년 가격) (백만원),12741890
"2017","서울시","성동구",구성비 (%),3.0
"2017","서울시","성동구",인구(추계인구) (명),301326
"2017","서울시","성동구",1인당 지역내총생산 (천원),42286
"2017","서울시","성동구",수준지수 (서울특별시=100) (%),96.70
"2018","서울시","성동구",지역내총생산 (당해년 가격) (백만원),13144185
"2018","서울시","성동구",구성비 (%),2.9
"2018","서울시","성동구",인구(추계인구) (명),306092
"2018","서울시","성동구",1인당 지역내총생산 (천원),42942
"2018","서울시","성동구",수준지수 (서울특별시=100) (%),92.32
"2019","서울시","성동구",지역내총생산 (당해년 가격) (백만원),13531243
"2019","서울시","성동구",구성비 (%),2.9
"2019","서울시","성동구",인구(추계인구) (명),303440
"2019","서울시","성동구",1인당 지역내총생산 (천원),44593
"2019","서울시","성동구",수준지수 (서울특별시=100) (%),92.47
"2020","서울시","성동구",지역내총생산 (당해년 가격) (백만원),13807677
"2020","서울시","성동구",구성비 (%),2.9
"2020","서울시","성동구",인구(추계인구) (명),294432
"2020","서울시","성동구",1인당 지역내총생산 (천원),46896
"2020","서울시","성동구",수준지수 (서울특별시=100) (%),95.38
"2021","서울시","성동구",지역내총생산 (당해년 가격) (백만원),15933418
"2021","서울시","성동구",구성비 (%),3.1
"2021","서울시","성동구",인구(추계인구) (명),287580
"2021","서울시","성동구",1인당 지역내총생산 (천원),55405
"2021","서울시","성동구",수준지수 (서울특별시=100) (%),103.74
"2022","서울시","성동구",지역내총생산 (당해년 가격) (백만원),16751326
"2022","서울시","성동구",구성비 (%),3.2
"2022","서울시","성동구",인구(추계인구) (명),282740
"2022","서울시","성동구",1인당 지역내총생산 (천원),59246
"2022","서울시","성동구",수준지수 (서울특별시=100) (%),105.62
"2015","서울시","성북구",지역내총생산 (당해년 가격) (백만원),5580652
"2015","서울시","성북구",구성비 (%),1.4
"2015","서울시","성북구",인구(추계인구) (명),459690
"2015","서울시","성북구",1인당 지역내총생산 (천원),12140
"2015","서울시","성북구",수준지수 (서울특별시=100) (%),31.20
"2016","서울시","성북구",지역내총생산 (당해년 가격) (백만원),5784772
"2016","서울시","성북구",구성비 (%),1.4
"2016","서울시","성북구",인구(추계인구) (명),452601
"2016","서울시","성북구",1인당 지역내총생산 (천원),12781
"2016","서울시","성북구",수준지수 (서울특별시=100) (%),30.93
"2017","서울시","성북구",지역내총생산 (당해년 가격) (백만원),6143291
"2017","서울시","성북구",구성비 (%),1.4
"2017","서울시","성북구",인구(추계인구) (명),447213
"2017","서울시","성북구",1인당 지역내총생산 (천원),13737
"2017","서울시","성북구",수준지수 (서울특별시=100) (%),31.41
"2018","서울시","성북구",지역내총생산 (당해년 가격) (백만원),6108360
"2018","서울시","성북구",구성비 (%),1.4
"2018","서울시","성북구",인구(추계인구) (명),440796
"2018","서울시","성북구",1인당 지역내총생산 (천원),13858
"2018","서울시","성북구",수준지수 (서울특별시=100) (%),29.79
"2019","서울시","성북구",지역내총생산 (당해년 가격) (백만원),6199126
"2019","서울시","성북구",구성비 (%),1.3
"2019","서울시","성북구",인구(추계인구) (명),442053
"2019","서울시","성북구",1인당 지역내총생산 (천원),14023
"2019","서울시","성북구",수준지수 (서울특별시=100) (%),29.08
"2020","서울시","성북구",지역내총생산 (당해년 가격) (백만원),6271732
"2020","서울시","성북구",구성비 (%),1.3
"2020","서울시","성북구",인구(추계인구) (명),441745
"2020","서울시","성북구",1인당 지역내총생산 (천원),14198
"2020","서울시","성북구",수준지수 (서울특별시=100) (%),28.88
"2021","서울시","성북구",지역내총생산 (당해년 가격) (백만원),6433401
"2021","서울시","성북구",구성비 (%),1.3
"2021","서울시","성북구",인구(추계인구) (명),436199
"2021","서울시","성북구",1인당 지역내총생산 (천원),14749
"2021","서울시","성북구",수준지수 (서울특별시=100) (%),27.62
"2022","서울시","성북구",지역내총생산 (당해년 가격) (백만원),6460251
"2022","서울시","성북구",구성비 (%),1.2
"2022","서울시","성북구",인구(추계인구) (명),435613
"2022","서울시","성북구",1인당 지역내총생산 (천원),14830
"2022","서울시","성북구",수준지수 (서울특별시=100) (%),26.44
"2015","서울시","송파구",지역내총생산 (당해년 가격) (백만원),23003743
"2015","서울시","송파구",구성비 (%),5.9
"2015","서울시","송파구",인구(추계인구) (명),637828
"2015","서울시","송파구",1인당 지역내총생산 (천원),36066
"2015","서울시","송파구",수준지수 (서울특별시=100) (%),92.69
"2016","서울시","송파구",지역내총생산 (당해년 가격) (백만원),24117344
"2016","서울시","송파구",구성비 (%),5.9
"2016","서울시","송파구",인구(추계인구) (명),627130
"2016","서울시","송파구",1인당 지역내총생산 (천원),38457
"2016","서울시","송파구",수준지수 (서울특별시=100) (%),93.07
"2017","서울시","송파구",지역내총생산 (당해년 가격) (백만원),26840097
"2017","서울시","송파구",구성비 (%),6.3
"2017","서울시","송파구",인구(추계인구) (명),632431
"2017","서울시","송파구",1인당 지역내총생산 (천원),42440
"2017","서울시","송파구",수준지수 (서울특별시=100) (%),97.05
"2018","서울시","송파구",지역내총생산 (당해년 가격) (백만원),27463661
"2018","서울시","송파구",구성비 (%),6.1
"2018","서울시","송파구",인구(추계인구) (명),638411
"2018","서울시","송파구",1인당 지역내총생산 (천원),43019
"2018","서울시","송파구",수준지수 (서울특별시=100) (%),92.49
"2019","서울시","송파구",지역내총생산 (당해년 가격) (백만원),28293817
"2019","서울시","송파구",구성비 (%),6.1
"2019","서울시","송파구",인구(추계인구) (명),650895
"2019","서울시","송파구",1인당 지역내총생산 (천원),43469
"2019","서울시","송파구",수준지수 (서울특별시=100) (%),90.14
"2020","서울시","송파구",지역내총생산 (당해년 가격) (백만원),30485678
"2020","서울시","송파구",구성비 (%),6.4
"2020","서울시","송파구",인구(추계인구) (명),645798
"2020","서울시","송파구",1인당 지역내총생산 (천원),47206
"2020","서울시","송파구",수준지수 (서울특별시=100) (%),96.02
"2021","서울시","송파구",지역내총생산 (당해년 가격) (백만원),32580044
"2021","서울시","송파구",구성비 (%),6.4
"2021","서울시","송파구",인구(추계인구) (명),633013
"2021","서울시","송파구",1인당 지역내총생산 (천원),51468
"2021","서울시","송파구",수준지수 (서울특별시=100) (%),96.37
"2022","서울시","송파구",지역내총생산 (당해년 가격) (백만원),33775727
"2022","서울시","송파구",구성비 (%),6.4
"2022","서울시","송파구",인구(추계인구) (명),637016
"2022","서울시","송파구",1인당 지역내총생산 (천원),53022
"2022","서울시","송파구",수준지수 (서울특별시=100) (%),94.52
"2015","서울시","양천구",지역내총생산 (당해년 가격) (백만원),6372503
"2015","서울시","양천구",구성비 (%),1.6
"2015","서울시","양천구",인구(추계인구) (명),466758
"2015","서울시","양천구",1인당 지역내총생산 (천원),13653
"2015","서울시","양천구",수준지수 (서울특별시=100) (%),35.09
"2016","서울시","양천구",지역내총생산 (당해년 가격) (백만원),6575328
"2016","서울시","양천구",구성비 (%),1.6
"2016","서울시","양천구",인구(추계인구) (명),462973
"2016","서울시","양천구",1인당 지역내총생산 (천원),14202
"2016","서울시","양천구",수준지수 (서울특별시=100) (%),34.37
"2017","서울시","양천구",지역내총생산 (당해년 가격) (백만원),6961853
"2017","서울시","양천구",구성비 (%),1.6
"2017","서울시","양천구",인구(추계인구) (명),454126
"2017","서울시","양천구",1인당 지역내총생산 (천원),15330
"2017","서울시","양천구",수준지수 (서울특별시=100) (%),35.06
"2018","서울시","양천구",지역내총생산 (당해년 가격) (백만원),7338018
"2018","서울시","양천구",구성비 (%),1.6
"2018","서울시","양천구",인구(추계인구) (명),448648
"2018","서울시","양천구",1인당 지역내총생산 (천원),16356
"2018","서울시","양천구",수준지수 (서울특별시=100) (%),35.16
"2019","서울시","양천구",지역내총생산 (당해년 가격) (백만원),7376719
"2019","서울시","양천구",구성비 (%),1.6
"2019","서울시","양천구",인구(추계인구) (명),443026
"2019","서울시","양천구",1인당 지역내총생산 (천원),16651
"2019","서울시","양천구",수준지수 (서울특별시=100) (%),34.53
"2020","서울시","양천구",지역내총생산 (당해년 가격) (백만원),7462361
"2020","서울시","양천구",구성비 (%),1.6
"2020","서울시","양천구",인구(추계인구) (명),441402
"2020","서울시","양천구",1인당 지역내총생산 (천원),16906
"2020","서울시","양천구",수준지수 (서울특별시=100) (%),34.39
"2021","서울시","양천구",지역내총생산 (당해년 가격) (백만원),7855631
"2021","서울시","양천구",구성비 (%),1.5
"2021","서울시","양천구",인구(추계인구) (명),435359
"2021","서울시","양천구",1인당 지역내총생산 (천원),18044
"2021","서울시","양천구",수준지수 (서울특별시=100) (%),33.79
"2022","서울시","양천구",지역내총생산 (당해년 가격) (백만원),8287264
"2022","서울시","양천구",구성비 (%),1.6
"2022","서울시","양천구",인구(추계인구) (명),428903
"2022","서울시","양천구",1인당 지역내총생산 (천원),19322
"2022","서울시","양천구",수준지수 (서울특별시=100) (%),34.45
"2015","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),30683968
"2015","서울시","영등포구",구성비 (%),7.9
"2015","서울시","영등포구",인구(추계인구) (명),407853
"2015","서울시","영등포구",1인당 지역내총생산 (천원),75233
"2015","서울시","영등포구",수준지수 (서울특별시=100) (%),193.35
"2016","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),30593679
"2016","서울시","영등포구",구성비 (%),7.5
"2016","서울시","영등포구",인구(추계인구) (명),403389
"2016","서울시","영등포구",1인당 지역내총생산 (천원),75842
"2016","서울시","영등포구",수준지수 (서울특별시=100) (%),183.55
"2017","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),32228849
"2017","서울시","영등포구",구성비 (%),7.5
"2017","서울시","영등포구",인구(추계인구) (명),392703
"2017","서울시","영등포구",1인당 지역내총생산 (천원),82069
"2017","서울시","영등포구",수준지수 (서울특별시=100) (%),187.67
"2018","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),35719274
"2018","서울시","영등포구",구성비 (%),7.9
"2018","서울시","영등포구",인구(추계인구) (명),393689
"2018","서울시","영등포구",1인당 지역내총생산 (천원),90730
"2018","서울시","영등포구",수준지수 (서울특별시=100) (%),195.06
"2019","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),37253391
"2019","서울시","영등포구",구성비 (%),8.0
"2019","서울시","영등포구",인구(추계인구) (명),394163
"2019","서울시","영등포구",1인당 지역내총생산 (천원),94513
"2019","서울시","영등포구",수준지수 (서울특별시=100) (%),195.99
"2020","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),41742081
"2020","서울시","영등포구",구성비 (%),8.8
"2020","서울시","영등포구",인구(추계인구) (명),399825
"2020","서울시","영등포구",1인당 지역내총생산 (천원),104401
"2020","서울시","영등포구",수준지수 (서울특별시=100) (%),212.35
"2021","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),47581928
"2021","서울시","영등포구",구성비 (%),9.4
"2021","서울시","영등포구",인구(추계인구) (명),405738
"2021","서울시","영등포구",1인당 지역내총생산 (천원),117273
"2021","서울시","영등포구",수준지수 (서울특별시=100) (%),219.58
"2022","서울시","영등포구",지역내총생산 (당해년 가격) (백만원),50054466
"2022","서울시","영등포구",구성비 (%),9.5
"2022","서울시","영등포구",인구(추계인구) (명),399946
"2022","서울시","영등포구",1인당 지역내총생산 (천원),125153
"2022","서울시","영등포구",수준지수 (서울특별시=100) (%),223.11
"2015","서울시","용산구",지역내총생산 (당해년 가격) (백만원),12981760
"2015","서울시","용산구",구성비 (%),3.4
"2015","서울시","용산구",인구(추계인구) (명),228421
"2015","서울시","용산구",1인당 지역내총생산 (천원),56833
"2015","서울시","용산구",수준지수 (서울특별시=100) (%),146.06
"2016","서울시","용산구",지역내총생산 (당해년 가격) (백만원),13812415
"2016","서울시","용산구",구성비 (%),3.4
"2016","서울시","용산구",인구(추계인구) (명),225202
"2016","서울시","용산구",1인당 지역내총생산 (천원),61333
"2016","서울시","용산구",수준지수 (서울특별시=100) (%),148.44
"2017","서울시","용산구",지역내총생산 (당해년 가격) (백만원),14846427
"2017","서울시","용산구",구성비 (%),3.5
"2017","서울시","용산구",인구(추계인구) (명),223055
"2017","서울시","용산구",1인당 지역내총생산 (천원),66559
"2017","서울시","용산구",수준지수 (서울특별시=100) (%),152.20
"2018","서울시","용산구",지역내총생산 (당해년 가격) (백만원),15083040
"2018","서울시","용산구",구성비 (%),3.3
"2018","서울시","용산구",인구(추계인구) (명),224559
"2018","서울시","용산구",1인당 지역내총생산 (천원),67167
"2018","서울시","용산구",수준지수 (서울특별시=100) (%),144.41
"2019","서울시","용산구",지역내총생산 (당해년 가격) (백만원),15456977
"2019","서울시","용산구",구성비 (%),3.3
"2019","서울시","용산구",인구(추계인구) (명),224419
"2019","서울시","용산구",1인당 지역내총생산 (천원),68876
"2019","서울시","용산구",수준지수 (서울특별시=100) (%),142.82
"2020","서울시","용산구",지역내총생산 (당해년 가격) (백만원),15696785
"2020","서울시","용산구",구성비 (%),3.3
"2020","서울시","용산구",인구(추계인구) (명),225380
"2020","서울시","용산구",1인당 지역내총생산 (천원),69646
"2020","서울시","용산구",수준지수 (서울특별시=100) (%),141.66
"2021","서울시","용산구",지역내총생산 (당해년 가격) (백만원),16407415
"2021","서울시","용산구",구성비 (%),3.2
"2021","서울시","용산구",인구(추계인구) (명),225647
"2021","서울시","용산구",1인당 지역내총생산 (천원),72713
"2021","서울시","용산구",수준지수 (서울특별시=100) (%),136.14
"2022","서울시","용산구",지역내총생산 (당해년 가격) (백만원),17810231
"2022","서울시","용산구",구성비 (%),3.4
"2022","서울시","용산구",인구(추계인구) (명),218951
"2022","서울시","용산구",1인당 지역내총생산 (천원),81343
"2022","서울시","용산구",수준지수 (서울특별시=100) (%),145.01
"2015","서울시","은평구",지역내총생산 (당해년 가격) (백만원),4433678
"2015","서울시","은평구",구성비 (%),1.1
"2015","서울시","은평구",인구(추계인구) (명),478757
"2015","서울시","은평구",1인당 지역내총생산 (천원),9261
"2015","서울시","은평구",수준지수 (서울특별시=100) (%),23.80
"2016","서울시","은평구",지역내총생산 (당해년 가격) (백만원),4601404
"2016","서울시","은평구",구성비 (%),1.1
"2016","서울시","은평구",인구(추계인구) (명),474795
"2016","서울시","은평구",1인당 지역내총생산 (천원),9691
"2016","서울시","은평구",수준지수 (서울특별시=100) (%),23.46
"2017","서울시","은평구",지역내총생산 (당해년 가격) (백만원),4910916
"2017","서울시","은평구",구성비 (%),1.1
"2017","서울시","은평구",인구(추계인구) (명),467412
"2017","서울시","은평구",1인당 지역내총생산 (천원),10507
"2017","서울시","은평구",수준지수 (서울특별시=100) (%),24.03
"2018","서울시","은평구",지역내총생산 (당해년 가격) (백만원),5089665
"2018","서울시","은평구",구성비 (%),1.1
"2018","서울시","은평구",인구(추계인구) (명),465233
"2018","서울시","은평구",1인당 지역내총생산 (천원),10940
"2018","서울시","은평구",수준지수 (서울특별시=100) (%),23.52
"2019","서울시","은평구",지역내총생산 (당해년 가격) (백만원),5285298
"2019","서울시","은평구",구성비 (%),1.1
"2019","서울시","은평구",인구(추계인구) (명),464912
"2019","서울시","은평구",1인당 지역내총생산 (천원),11368
"2019","서울시","은평구",수준지수 (서울특별시=100) (%),23.57
"2020","서울시","은평구",지역내총생산 (당해년 가격) (백만원),5615767
"2020","서울시","은평구",구성비 (%),1.2
"2020","서울시","은평구",인구(추계인구) (명),461528
"2020","서울시","은평구",1인당 지역내총생산 (천원),12168
"2020","서울시","은평구",수준지수 (서울특별시=100) (%),24.75
"2021","서울시","은평구",지역내총생산 (당해년 가격) (백만원),5687396
"2021","서울시","은평구",구성비 (%),1.1
"2021","서울시","은평구",인구(추계인구) (명),458946
"2021","서울시","은평구",1인당 지역내총생산 (천원),12392
"2021","서울시","은평구",수준지수 (서울특별시=100) (%),23.20
"2022","서울시","은평구",지역내총생산 (당해년 가격) (백만원),5783329
"2022","서울시","은평구",구성비 (%),1.1
"2022","서울시","은평구",인구(추계인구) (명),457398
"2022","서울시","은평구",1인당 지역내총생산 (천원),12644
"2022","서울시","은평구",수준지수 (서울특별시=100) (%),22.54
"2015","서울시","종로구",지역내총생산 (당해년 가격) (백만원),26762944
"2015","서울시","종로구",구성비 (%),6.9
"2015","서울시","종로구",인구(추계인구) (명),161331
"2015","서울시","종로구",1인당 지역내총생산 (천원),165888
"2015","서울시","종로구",수준지수 (서울특별시=100) (%),426.33
"2016","서울시","종로구",지역내총생산 (당해년 가격) (백만원),30154311
"2016","서울시","종로구",구성비 (%),7.4
"2016","서울시","종로구",인구(추계인구) (명),159940
"2016","서울시","종로구",1인당 지역내총생산 (천원),188535
"2016","서울시","종로구",수준지수 (서울특별시=100) (%),456.30
"2017","서울시","종로구",지역내총생산 (당해년 가격) (백만원),29054791
"2017","서울시","종로구",구성비 (%),6.8
"2017","서울시","종로구",인구(추계인구) (명),156037
"2017","서울시","종로구",1인당 지역내총생산 (천원),186204
"2017","서울시","종로구",수준지수 (서울특별시=100) (%),425.80
"2018","서울시","종로구",지역내총생산 (당해년 가격) (백만원),30763051
"2018","서울시","종로구",구성비 (%),6.8
"2018","서울시","종로구",인구(추계인구) (명),155929
"2018","서울시","종로구",1인당 지역내총생산 (천원),197289
"2018","서울시","종로구",수준지수 (서울특별시=100) (%),424.16
"2019","서울시","종로구",지역내총생산 (당해년 가격) (백만원),31952991
"2019","서울시","종로구",구성비 (%),6.9
"2019","서울시","종로구",인구(추계인구) (명),154458
"2019","서울시","종로구",1인당 지역내총생산 (천원),206872
"2019","서울시","종로구",수준지수 (서울특별시=100) (%),428.98
"2020","서울시","종로구",지역내총생산 (당해년 가격) (백만원),31074021
"2020","서울시","종로구",구성비 (%),6.6
"2020","서울시","종로구",인구(추계인구) (명),152056
"2020","서울시","종로구",1인당 지역내총생산 (천원),204359
"2020","서울시","종로구",수준지수 (서울특별시=100) (%),415.66
"2021","서울시","종로구",지역내총생산 (당해년 가격) (백만원),33155488
"2021","서울시","종로구",구성비 (%),6.5
"2021","서울시","종로구",인구(추계인구) (명),149705
"2021","서울시","종로구",1인당 지역내총생산 (천원),221472
"2021","서울시","종로구",수준지수 (서울특별시=100) (%),414.68
"2022","서울시","종로구",지역내총생산 (당해년 가격) (백만원),34298656
"2022","서울시","종로구",구성비 (%),6.5
"2022","서울시","종로구",인구(추계인구) (명),146891
"2022","서울시","종로구",1인당 지역내총생산 (천원),233497
"2022","서울시","종로구",수준지수 (서울특별시=100) (%),416.26
"2015","서울시","중구",지역내총생산 (당해년 가격) (백만원),54594969
"2015","서울시","중구",구성비 (%),14.1
"2015","서울시","중구",인구(추계인구) (명),128829
"2015","서울시","중구",1인당 지역내총생산 (천원),423779
"2015","서울시","중구",수준지수 (서울특별시=100) (%),1089.10
"2016","서울시","중구",지역내총생산 (당해년 가격) (백만원),55017722
"2016","서울시","중구",구성비 (%),13.5
"2016","서울시","중구",인구(추계인구) (명),127482
"2016","서울시","중구",1인당 지역내총생산 (천원),431572
"2016","서울시","중구",수준지수 (서울특별시=100) (%),1044.50
"2017","서울시","중구",지역내총생산 (당해년 가격) (백만원),55128878
"2017","서울시","중구",구성비 (%),12.9
"2017","서울시","중구",인구(추계인구) (명),126058
