날짜,시군구지역코드,발생건수(건)
2023-05-01,11110,1583
2023-05-01,11140,1540
2023-05-01,11170,2511
2023-05-01,11200,4290
2023-05-01,11215,4759
2023-05-01,11230,4249
2023-05-01,11260,4697
2023-05-01,11290,6141
2023-05-01,11305,3433
2023-05-01,11320,3721
2023-05-01,11350,7071
2023-05-01,11380,6513
2023-05-01,11410,4008
2023-05-01,11440,4883
2023-05-01,11470,5790
2023-05-01,11500,7770
2023-05-01,11530,5895
2023-05-01,11545,3093
2023-05-01,11560,5828
2023-05-01,11590,5092
2023-05-01,11620,5818
2023-05-01,11650,5927
2023-05-01,11680,7487
2023-05-01,11710,10268
2023-05-01,11740,7428
2023-05-02,11110,1580
2023-05-02,11140,1652
2023-05-02,11170,2676
2023-05-02,11200,3845
2023-05-02,11215,4121
2023-05-02,11230,4150
2023-05-02,11260,4843
2023-05-02,11290,5656
2023-05-02,11305,3423
2023-05-02,11320,3475
2023-05-02,11350,6256
2023-05-02,11380,6134
2023-05-02,11410,4124
2023-05-02,11440,4889
2023-05-02,11470,6117
2023-05-02,11500,7296
2023-05-02,11530,5702
2023-05-02,11545,3136
2023-05-02,11560,5500
2023-05-02,11590,4804
2023-05-02,11620,5706
2023-05-02,11650,5622
2023-05-02,11680,7080
2023-05-02,11710,9761
2023-05-02,11740,6563
2023-05-03,11110,1240
2023-05-03,11140,1230
2023-05-03,11170,2270
2023-05-03,11200,3054
2023-05-03,11215,3530
2023-05-03,11230,3377
2023-05-03,11260,3933
2023-05-03,11290,4834
2023-05-03,11305,2812
2023-05-03,11320,2814
2023-05-03,11350,5300
2023-05-03,11380,5015
2023-05-03,11410,3362
2023-05-03,11440,4095
2023-05-03,11470,4792
2023-05-03,11500,6148
2023-05-03,11530,4613
2023-05-03,11545,2504
2023-05-03,11560,4332
2023-05-03,11590,3862
2023-05-03,11620,4653
2023-05-03,11650,4587
2023-05-03,11680,6005
2023-05-03,11710,7663
2023-05-03,11740,5481
2023-05-04,11110,1626
2023-05-04,11140,1538
2023-05-04,11170,2546
2023-05-04,11200,4163
2023-05-04,11215,4177
2023-05-04,11230,4035
2023-05-04,11260,4594
2023-05-04,11290,5669
2023-05-04,11305,3356
2023-05-04,11320,3370
2023-05-04,11350,6191
2023-05-04,11380,5846
2023-05-04,11410,4014
2023-05-04,11440,4835
2023-05-04,11470,5797
2023-05-04,11500,7193
2023-05-04,11530,5439
2023-05-04,11545,2911
2023-05-04,11560,5548
2023-05-04,11590,4683
2023-05-04,11620,5552
2023-05-04,11650,5355
2023-05-04,11680,7039
2023-05-04,11710,9484
2023-05-04,11740,6671
2023-05-05,11110,189
2023-05-05,11140,214
2023-05-05,11170,354
2023-05-05,11200,542
2023-05-05,11215,454
2023-05-05,11230,577
2023-05-05,11260,561
2023-05-05,11290,839
2023-05-05,11305,464
2023-05-05,11320,449
2023-05-05,11350,1234
2023-05-05,11380,919
2023-05-05,11410,514
2023-05-05,11440,794
2023-05-05,11470,955
2023-05-05,11500,1146
2023-05-05,11530,728
2023-05-05,11545,387
2023-05-05,11560,767
2023-05-05,11590,620
2023-05-05,11620,811
2023-05-05,11650,1034
2023-05-05,11680,1139
2023-05-05,11710,1388
2023-05-05,11740,938
2023-05-06,11110,986
2023-05-06,11140,1044
2023-05-06,11170,1644
2023-05-06,11200,2761
2023-05-06,11215,3009
2023-05-06,11230,2635
2023-05-06,11260,3365
2023-05-06,11290,3895
2023-05-06,11305,2291
2023-05-06,11320,2481
2023-05-06,11350,4691
2023-05-06,11380,4395
2023-05-06,11410,2804
2023-05-06,11440,3396
2023-05-06,11470,4043
2023-05-06,11500,5350
2023-05-06,11530,3857
2023-05-06,11545,2222
2023-05-06,11560,3597
2023-05-06,11590,3255
2023-05-06,11620,3767
2023-05-06,11650,3893
2023-05-06,11680,4849
2023-05-06,11710,7175
2023-05-06,11740,4721
2023-05-07,11110,127
2023-05-07,11140,147
2023-05-07,11170,293
2023-05-07,11200,453
2023-05-07,11215,471
2023-05-07,11230,759
2023-05-07,11260,630
2023-05-07,11290,600
2023-05-07,11305,458
2023-05-07,11320,372
2023-05-07,11350,983
2023-05-07,11380,810
2023-05-07,11410,508
2023-05-07,11440,731
2023-05-07,11470,898
2023-05-07,11500,1276
2023-05-07,11530,579
2023-05-07,11545,262
2023-05-07,11560,616
2023-05-07,11590,514
2023-05-07,11620,478
2023-05-07,11650,949
2023-05-07,11680,1145
2023-05-07,11710,1268
2023-05-07,11740,802
2023-05-08,11110,1968
2023-05-08,11140,2066
2023-05-08,11170,3193
2023-05-08,11200,4904
2023-05-08,11215,5163
2023-05-08,11230,4910
2023-05-08,11260,5749
2023-05-08,11290,6958
2023-05-08,11305,4002
2023-05-08,11320,4436
2023-05-08,11350,8017
2023-05-08,11380,7219
2023-05-08,11410,4996
2023-05-08,11440,6107
2023-05-08,11470,7152
2023-05-08,11500,9104
2023-05-08,11530,6859
2023-05-08,11545,3778
2023-05-08,11560,6704
2023-05-08,11590,6022
2023-05-08,11620,7126
2023-05-08,11650,6487
2023-05-08,11680,8587
2023-05-08,11710,11900
2023-05-08,11740,8168
2023-05-09,11110,1358
2023-05-09,11140,1300
2023-05-09,11170,2256
2023-05-09,11200,3353
2023-05-09,11215,3544
2023-05-09,11230,3568
2023-05-09,11260,4001
2023-05-09,11290,4844
2023-05-09,11305,2909
2023-05-09,11320,3058
2023-05-09,11350,5439
2023-05-09,11380,4867
2023-05-09,11410,3421
2023-05-09,11440,4265
2023-05-09,11470,4954
2023-05-09,11500,6212
2023-05-09,11530,4719
2023-05-09,11545,2495
2023-05-09,11560,4535
2023-05-09,11590,4028
2023-05-09,11620,4851
2023-05-09,11650,4684
2023-05-09,11680,6192
2023-05-09,11710,7854
2023-05-09,11740,5641
2023-05-10,11110,1175
2023-05-10,11140,1169
2023-05-10,11170,1964
2023-05-10,11200,2904
2023-05-10,11215,3268
2023-05-10,11230,3314
2023-05-10,11260,3503
2023-05-10,11290,4309
2023-05-10,11305,2595
2023-05-10,11320,2728
2023-05-10,11350,4780
2023-05-10,11380,4518
2023-05-10,11410,2886
2023-05-10,11440,3707
2023-05-10,11470,4323
2023-05-10,11500,5775
2023-05-10,11530,4346
2023-05-10,11545,2344
2023-05-10,11560,3975
2023-05-10,11590,3590
2023-05-10,11620,4340
2023-05-10,11650,4315
2023-05-10,11680,5368
2023-05-10,11710,7050
2023-05-10,11740,4961
2023-05-11,11110,1290
2023-05-11,11140,1221
2023-05-11,11170,2131
2023-05-11,11200,3388
2023-05-11,11215,3654
2023-05-11,11230,3279
2023-05-11,11260,3933
2023-05-11,11290,4775
2023-05-11,11305,2641
2023-05-11,11320,3043
2023-05-11,11350,5186
2023-05-11,11380,4876
2023-05-11,11410,3234
2023-05-11,11440,4109
2023-05-11,11470,4826
2023-05-11,11500,6186
2023-05-11,11530,4780
2023-05-11,11545,2506
2023-05-11,11560,4461
2023-05-11,11590,3797
2023-05-11,11620,4803
2023-05-11,11650,4467
2023-05-11,11680,5579
2023-05-11,11710,7709
2023-05-11,11740,5520
2023-05-12,11110,1463
2023-05-12,11140,1498
2023-05-12,11170,2420
2023-05-12,11200,3709
2023-05-12,11215,3979
2023-05-12,11230,3694
2023-05-12,11260,4339
2023-05-12,11290,5268
2023-05-12,11305,3087
2023-05-12,11320,3251
2023-05-12,11350,5996
2023-05-12,11380,5413
2023-05-12,11410,3751
2023-05-12,11440,4667
2023-05-12,11470,5427
2023-05-12,11500,6781
2023-05-12,11530,5308
2023-05-12,11545,2816
2023-05-12,11560,4910
2023-05-12,11590,4356
2023-05-12,11620,5389
2023-05-12,11650,4989
2023-05-12,11680,6762
2023-05-12,11710,8894
2023-05-12,11740,6194
2023-05-13,11110,969
2023-05-13,11140,1061
2023-05-13,11170,1721
2023-05-13,11200,2838
2023-05-13,11215,3078
2023-05-13,11230,2767
2023-05-13,11260,3166
2023-05-13,11290,3871
2023-05-13,11305,2325
2023-05-13,11320,2422
2023-05-13,11350,4563
2023-05-13,11380,4251
2023-05-13,11410,2781
2023-05-13,11440,3351
2023-05-13,11470,4218
2023-05-13,11500,5172
2023-05-13,11530,4059
2023-05-13,11545,2053
2023-05-13,11560,3823
2023-05-13,11590,3411
2023-05-13,11620,3680
2023-05-13,11650,3956
2023-05-13,11680,4947
2023-05-13,11710,6581
2023-05-13,11740,4703
2023-05-14,11110,141
2023-05-14,11140,131
2023-05-14,11170,276
2023-05-14,11200,359
2023-05-14,11215,410
2023-05-14,11230,651
2023-05-14,11260,406
2023-05-14,11290,497
2023-05-14,11305,312
2023-05-14,11320,312
2023-05-14,11350,820
2023-05-14,11380,650
2023-05-14,11410,472
2023-05-14,11440,621
2023-05-14,11470,922
2023-05-14,11500,1108
2023-05-14,11530,526
2023-05-14,11545,220
2023-05-14,11560,593
2023-05-14,11590,440
2023-05-14,11620,450
2023-05-14,11650,899
2023-05-14,11680,1066
2023-05-14,11710,1220
2023-05-14,11740,712
2023-05-15,11110,1756
2023-05-15,11140,1894
2023-05-15,11170,3020
2023-05-15,11200,4582
2023-05-15,11215,4990
2023-05-15,11230,4621
2023-05-15,11260,5479
2023-05-15,11290,6514
2023-05-15,11305,3859
2023-05-15,11320,4191
2023-05-15,11350,7589
2023-05-15,11380,6795
2023-05-15,11410,4540
2023-05-15,11440,5610
2023-05-15,11470,6733
2023-05-15,11500,8604
2023-05-15,11530,6600
2023-05-15,11545,3481
2023-05-15,11560,6215
2023-05-15,11590,5608
2023-05-15,11620,6660
2023-05-15,11650,6208
2023-05-15,11680,8009
2023-05-15,11710,10900
2023-05-15,11740,7660
2023-05-16,11110,1207
2023-05-16,11140,1313
2023-05-16,11170,2062
2023-05-16,11200,3074
2023-05-16,11215,3261
2023-05-16,11230,3256
2023-05-16,11260,3709
2023-05-16,11290,4448
2023-05-16,11305,2660
2023-05-16,11320,2741
2023-05-16,11350,5189
2023-05-16,11380,4603
2023-05-16,11410,3240
2023-05-16,11440,3949
2023-05-16,11470,4578
2023-05-16,11500,5940
2023-05-16,11530,4400
2023-05-16,11545,2335
2023-05-16,11560,4241
2023-05-16,11590,3736
2023-05-16,11620,4704
2023-05-16,11650,4375
2023-05-16,11680,5707
2023-05-16,11710,7386
2023-05-16,11740,5186
2023-05-17,11110,1074
2023-05-17,11140,1008
2023-05-17,11170,1838
2023-05-17,11200,2554
2023-05-17,11215,3030
2023-05-17,11230,2915
2023-05-17,11260,3302
2023-05-17,11290,3917
2023-05-17,11305,2315
2023-05-17,11320,2531
2023-05-17,11350,4530
2023-05-17,11380,4175
2023-05-17,11410,2694
2023-05-17,11440,3298
2023-05-17,11470,4128
2023-05-17,11500,5298
2023-05-17,11530,4146
2023-05-17,11545,2038
2023-05-17,11560,3565
2023-05-17,11590,3526
2023-05-17,11620,4079
2023-05-17,11650,4029
2023-05-17,11680,4944
2023-05-17,11710,6649
2023-05-17,11740,4576
2023-05-18,11110,1188
2023-05-18,11140,1051
2023-05-18,11170,1874
2023-05-18,11200,2929
2023-05-18,11215,3129
2023-05-18,11230,2961
2023-05-18,11260,3473
2023-05-18,11290,4207
2023-05-18,11305,2403
2023-05-18,11320,2672
2023-05-18,11350,4782
2023-05-18,11380,4316
2023-05-18,11410,2844
2023-05-18,11440,3570
2023-05-18,11470,4481
2023-05-18,11500,5603
2023-05-18,11530,4296
2023-05-18,11545,2087
2023-05-18,11560,3929
2023-05-18,11590,3434
2023-05-18,11620,4318
2023-05-18,11650,4012
2023-05-18,11680,4995
2023-05-18,11710,6972
2023-05-18,11740,4960
2023-05-19,11110,1194
2023-05-19,11140,1241
2023-05-19,11170,2089
2023-05-19,11200,3184
2023-05-19,11215,3459
2023-05-19,11230,3253
2023-05-19,11260,3782
2023-05-19,11290,4441
2023-05-19,11305,2761
2023-05-19,11320,2782
2023-05-19,11350,5399
2023-05-19,11380,4812
2023-05-19,11410,3317
2023-05-19,11440,4046
2023-05-19,11470,4925
2023-05-19,11500,6099
2023-05-19,11530,4801
