,asthma_cnt_d0,asthma_cnt_d_plus_1,asthma_cnt_d_plus_2,asthma_cnt_d_plus_3,dist_name
pm25_ma_72h,0.13822713917271767,0.1494978175701029,0.17018361531280385,0.1686411159454817,DIST_11530
pm10_avg_d0,0.17322174565516346,0.1158990938125288,0.15480980905406377,0.16994373348706449,DIST_11530
pm10_streak_d0,0.041775618999611845,0.027722649314721574,0.06603193898535535,0.07831568377751538,DIST_11530
pm10_ma_72h,0.17864150894077124,0.1785727930539798,0.19389158205152457,0.1862505601230259,DIST_11530
temp_avg_d0,-0.22735711197696667,-0.22891136201908613,-0.22138596560586388,-0.22181699727796314,DIST_11530
temp_diff_d0,0.03687189848326573,0.018823618932624662,0.02160041397538928,0.020270211965920555,DIST_11530
temp_min_d0,-0.2305128812086527,-0.22928988964193875,-0.22275449342836603,-0.22201741878215722,DIST_11530
is_holiday,-0.5628579388814388,-0.15092205965380515,0.3163181112270463,0.11099358783023813,DIST_11530
std_month,-0.027479817401106325,-0.03823866985276544,-0.029415654178773686,-0.027407463619110638,DIST_11530
asthma_prev_d1,0.15252005097314106,0.25122609274937113,0.26727507898794733,0.2731998620148827,DIST_11530
asthma_prev_d2,0.2504333340295745,0.2675346441362879,0.27327289086680784,0.23799683838532718,DIST_11530
asthma_prev_d3,0.265947714274488,0.2744708530718267,0.2380367613594954,0.16078558629135142,DIST_11530
pm25_avg_d0,0.11083861033373486,0.07961799754542388,0.1194428961775806,0.1440479555161162,DIST_11545
pm25_max_d0,0.08084426564845056,0.035343281334970555,0.09004294620904243,0.11546857888699365,DIST_11545
pm25_streak_d0,0.009299486320239202,-0.014163348216598001,0.04963228624786008,0.030250761655042036,DIST_11545
pm25_ma_72h,0.12106686814124092,0.135559938246307,0.15445919722254162,0.15135554067932946,DIST_11545
pm10_avg_d0,0.14559730663442497,0.0958079835532415,0.13235261433796625,0.14946668794740234,DIST_11545
pm10_streak_d0,0.006497862628333775,0.0025397227407628724,0.0580544208983762,0.05048129740060392,DIST_11545
pm10_ma_72h,0.1526567055343974,0.15605567610649115,0.17107628830197466,0.16395085662988604,DIST_11545
temp_avg_d0,-0.2199634953753928,-0.22247570349681042,-0.21267291766398067,-0.21506002399374433,DIST_11545
temp_diff_d0,0.038746849766951634,0.024345793181136804,0.03398508679235046,0.03589794733048422,DIST_11545
temp_min_d0,-0.22496068556653917,-0.22498760919118524,-0.2167142229345238,-0.21937301337797951,DIST_11545
is_holiday,-0.6022823141808074,-0.1746791705325009,0.3212048318634145,0.13242435999131322,DIST_11545
std_month,-0.06870654631040019,-0.07933274259158454,-0.07095489023258664,-0.0686336262169389,DIST_11545
asthma_prev_d1,0.17204203860887612,0.1917270788431038,0.22783901194904252,0.22408620901249413,DIST_11545
asthma_prev_d2,0.190589696529365,0.22905811489302524,0.22462610486251658,0.17271805429474843,DIST_11545
asthma_prev_d3,0.22647689512223396,0.22779551701198048,0.1739060305831589,0.17415180082863113,DIST_11545
pm25_avg_d0,0.15281046104184445,0.1012350990106356,0.1335014053168864,0.1621067063327384,DIST_11560
pm25_max_d0,0.16231189555409198,0.10003454891204927,0.1454612652859416,0.17310927399288412,DIST_11560
pm25_streak_d0,0.061984735305923785,0.022882634581589675,0.0696163708300567,0.07303824380080891,DIST_11560
pm25_ma_72h,0.15130128120505462,0.15577288677219478,0.17439162404694628,0.17291569623865088,DIST_11560
pm10_avg_d0,0.22171941768359082,0.1577520847206969,0.19899609809778449,0.21160619409241585,DIST_11560
pm10_streak_d0,0.051773123173545064,0.03554788774594679,0.0969580341248263,0.09890628699904808,DIST_11560
pm10_ma_72h,0.23412368438998965,0.23096141870634979,0.24987410472800275,0.24282204975636973,DIST_11560
temp_avg_d0,-0.22878922547205913,-0.23079519354631253,-0.2233363606971495,-0.22352985254255317,DIST_11560
temp_diff_d0,0.030864031699435007,0.009424487864536386,0.014667299610132165,0.015788643444211797,DIST_11560
temp_min_d0,-0.23354068048975146,-0.23171579044600774,-0.2250523309985966,-0.22495656126267718,DIST_11560
is_holiday,-0.5286774331217298,-0.16307091237141158,0.29154910336696965,0.09440044202549078,DIST_11560
std_month,-0.025135924380742237,-0.035755679825271496,-0.027542672961942138,-0.025379577253729607,DIST_11560
asthma_prev_d1,0.22061675038906348,0.294632173575959,0.33687742011210003,0.3365008747313578,DIST_11560
asthma_prev_d2,0.29400095065504495,0.33692726461487865,0.336469137467416,0.28049005629948676,DIST_11560
asthma_prev_d3,0.33539959880175174,0.33715965707381595,0.28041871324506656,0.2212904224399213,DIST_11560
pm25_avg_d0,0.1151076669357334,0.08193634269340538,0.11739428993345963,0.13866036634036108,DIST_11590
pm25_max_d0,0.1045678221429031,0.049165221131131566,0.10460236079373765,0.12499476768913745,DIST_11590
pm25_streak_d0,0.026728529440728392,-0.005199213405658315,0.05591517937756569,0.06025327458204698,DIST_11590
pm25_ma_72h,0.1232264294592787,0.13323437664923699,0.14721796783055777,0.14536311690510548,DIST_11590
pm10_avg_d0,0.11612120868773172,0.06882890346664931,0.10469213081702428,0.11568940730641682,DIST_11590
pm10_streak_d0,0.025444402589145952,0.01663614367356788,0.04151653236059358,0.058843826908076206,DIST_11590
pm10_ma_72h,0.11960949088975074,0.12064200760693597,0.13226445717241436,0.12341727468973598,DIST_11590
temp_avg_d0,-0.23100702575230458,-0.23171113920372507,-0.22581969149682168,-0.2261725980924599,DIST_11590
temp_diff_d0,0.03244117511923907,0.003671988215654963,0.027576101892278743,0.022294768305349738,DIST_11590
temp_min_d0,-0.23576406558638216,-0.23120536109688686,-0.2284394046978845,-0.22801730809502407,DIST_11590
is_holiday,-0.5439532287348834,-0.17491917504945395,0.3211985333344421,0.09953569981015041,DIST_11590
std_month,0.017140377237786098,0.006560962952648952,0.014963942814282951,0.018060465301552992,DIST_11590
asthma_prev_d1,0.17052159641791761,0.24518763947198263,0.30845826533580256,0.3080791208095276,DIST_11590
asthma_prev_d2,0.24464484688236984,0.3085673619183834,0.30811463581631915,0.23028439838603393,DIST_11590
asthma_prev_d3,0.30748993899617155,0.30862044436136027,0.23026281328359302,0.17440316425984256,DIST_11590
pm25_avg_d0,0.18609463268403378,0.1426982366829765,0.17950608292225215,0.20701432702941852,DIST_11620
pm25_max_d0,0.18347999957279393,0.12073059285066082,0.1769855259894422,0.20863371959453628,DIST_11620
pm25_streak_d0,0.06149462165176629,0.039017978918641914,0.06280408675306766,0.10494865090841779,DIST_11620
pm25_ma_72h,0.19780327230007952,0.20633765883108143,0.22695742914784617,0.22837636041955522,DIST_11620
pm10_avg_d0,0.1883211665071506,0.1341738467139924,0.16509535230995856,0.18437713604385506,DIST_11620
pm10_streak_d0,0.04446514142853898,0.023241784438338055,0.04605542332613041,0.06944622884092161,DIST_11620
pm10_ma_72h,0.19743429959107678,0.19722531045701228,0.21235293294947435,0.207513958141425,DIST_11620
temp_avg_d0,-0.2457853279621931,-0.24761296730928553,-0.24012987460608692,-0.24074518948686008,DIST_11620
temp_diff_d0,0.06279384302754065,0.03437693606250403,0.04129110339969038,0.041657802569502175,DIST_11620
temp_min_d0,-0.2527975462143881,-0.2494701599106011,-0.24245819700667928,-0.24338070717675866,DIST_11620
is_holiday,-0.5510016073482427,-0.17079752780727792,0.3086822512391176,0.0974847923552528,DIST_11620
std_month,-0.026688952447105375,-0.03741256633527273,-0.028360468646124817,-0.02460737763414051,DIST_11620
asthma_prev_d1,0.19404826605521466,0.24439488374540447,0.3117169117652519,0.31058380021659787,DIST_11620
asthma_prev_d2,0.2437916593778392,0.3117837100963715,0.3105967443680331,0.23093207398988763,DIST_11620
asthma_prev_d3,0.309966393745203,0.31126593478950615,0.23090727276936848,0.198343883597143,DIST_11620
pm25_avg_d0,0.10494350866143914,0.07097013079062292,0.10273621381423496,0.12269089731140868,DIST_11650
pm25_max_d0,0.10310539365285161,0.057060662422159486,0.10401448801936201,0.13116899069360258,DIST_11650
pm25_streak_d0,0.015433797416546475,-0.006771038240677327,0.02035370960636062,0.04846723558903047,DIST_11650
pm25_ma_72h,0.10877698279656163,0.11758712430793143,0.13539714299007333,0.13281556437951653,DIST_11650
pm10_avg_d0,0.18088907006606286,0.12725561592283396,0.1695686742691669,0.17516945972857145,DIST_11650
pm10_streak_d0,0.05818123381330526,0.027860699060735006,0.08822982364922244,0.10758530102443639,DIST_11650
pm10_ma_72h,0.19376364875235996,0.19295859000352308,0.20831816827459176,0.19715827339494016,DIST_11650
temp_avg_d0,-0.17267242333480412,-0.17642381223229214,-0.17050318904238757,-0.17012894011053564,DIST_11650
temp_diff_d0,-0.0011278729326595761,-0.005649577068769467,0.002786296328045319,0.0005184803912683226,DIST_11650
temp_min_d0,-0.1736055042516072,-0.1758233193358871,-0.17091465798383823,-0.16979007605480484,DIST_11650
is_holiday,-0.5135741265788569,-0.16121411096468416,0.2994261271970016,0.0816110293404826,DIST_11650
std_month,0.0184152517985727,0.008152643189634915,0.014907893478667698,0.01754718375988393,DIST_11650
asthma_prev_d1,0.253719082606177,0.3009320927701167,0.3861535137124924,0.38508348456332625,DIST_11650
asthma_prev_d2,0.30014593834266023,0.3863501956866066,0.38518920510151394,0.28696036724321217,DIST_11650
asthma_prev_d3,0.38483335001677815,0.38597738649036023,0.28716686998427826,0.2533817610715319,DIST_11650
pm25_avg_d0,0.11970843659519545,0.08043207396312169,0.10723262658053578,0.12614291963700378,DIST_11680
pm25_max_d0,0.13941359307779824,0.08831197105906753,0.11548851651915247,0.13523170237549356,DIST_11680
pm25_streak_d0,0.05087263911753463,0.023678547093480003,0.038777674020566394,0.06940425861046438,DIST_11680
pm25_ma_72h,0.11949884515178462,0.12333668631114891,0.13770478705710218,0.13808923740105092,DIST_11680
pm10_avg_d0,0.1883228716886802,0.1291032957745197,0.16748701802082785,0.17511986681491643,DIST_11680
pm10_streak_d0,0.0550585864489827,0.06350310500901712,0.070582307053032,0.08782017202827452,DIST_11680
pm10_ma_72h,0.19757981256556775,0.19367790121722017,0.20852801541078167,0.20066310804311005,DIST_11680
temp_avg_d0,-0.19134254679953785,-0.19336628499557507,-0.188361960905753,-0.18822760424038507,DIST_11680
temp_diff_d0,-0.07383285108873172,-0.08545235401626508,-0.08084706843806641,-0.08907678004677022,DIST_11680
temp_min_d0,-0.18331288351622269,-0.18286982770163532,-0.1783608858420721,-0.17723475075355477,DIST_11680
is_holiday,-0.5164152713715222,-0.17539026846282707,0.3065358727644956,0.11007402164411953,DIST_11680
std_month,0.016034090342821553,0.004404600170707162,0.011184171715297729,0.013725707931930016,DIST_11680
asthma_prev_d1,0.21870438001146067,0.2973134066119121,0.3538462301688516,0.3521995932782444,DIST_11680
asthma_prev_d2,0.29637092078664323,0.35418620256884636,0.35225280106524587,0.2748348831354056,DIST_11680
asthma_prev_d3,0.35222100884521945,0.35289200406514365,0.2748566170486411,0.21588162506319075,DIST_11680
pm25_avg_d0,0.14284938080821008,0.10723056733251957,0.13924525942076246,0.15792716215045138,DIST_11710
pm25_max_d0,0.17268271474633168,0.11415327595676585,0.164733736689001,0.1845182352378732,DIST_11710
pm25_streak_d0,0.05419422821686436,0.029233324512572965,0.06593302781997044,0.06518838107710927,DIST_11710
pm25_ma_72h,0.1523403779141452,0.15933433167264663,0.17583195997355597,0.17429854551189194,DIST_11710
pm10_avg_d0,0.1843784694517401,0.1287599805809937,0.17079317803448688,0.17556851290022008,DIST_11710
pm10_streak_d0,0.039135973944463866,0.033500471974573565,0.06202435648419822,0.08102189250572474,DIST_11710
pm10_ma_72h,0.19646490763542415,0.1942753978931638,0.21076235191983583,0.20125251319480475,DIST_11710
temp_avg_d0,-0.23908877732540906,-0.24274501068798432,-0.2352915318149932,-0.23505065196354036,DIST_11710
temp_diff_d0,0.03776489711058341,0.014196232655108684,0.027642892761943417,0.014464665933103351,DIST_11710
temp_min_d0,-0.2454981446342823,-0.24521775132345855,-0.23923054563342958,-0.23720753487013624,DIST_11710
is_holiday,-0.5260161721895072,-0.1444136676990327,0.30746961712071486,0.08737536652650822,DIST_11710
std_month,-0.023036002345025015,-0.03363705838037199,-0.02540231785712462,-0.02213145510389632,DIST_11710
asthma_prev_d1,0.2050350533372024,0.28014696019598456,0.35692626234194386,0.35503662727769253,DIST_11710
asthma_prev_d2,0.2792237854880164,0.35713228856408336,0.3551813696302293,0.2677173063919429,DIST_11710
asthma_prev_d3,0.3554002603390545,0.3560567319610833,0.26797732956322695,0.206031234713923,DIST_11710
pm25_avg_d0,0.1217716416298356,0.08931041938840485,0.11700368453906593,0.1362484679185323,DIST_11740
pm25_max_d0,0.13689816191313203,0.09442314494659965,0.13146113274201185,0.15590862621796658,DIST_11740
pm25_streak_d0,0.0400440265152339,0.025682910599651502,0.03589304910448845,0.06783146757298938,DIST_11740
pm25_ma_72h,0.12585922688452283,0.13313062968984649,0.14793930853316592,0.14876997155079935,DIST_11740
pm10_avg_d0,0.19614478948987438,0.13706184621923329,0.1766315291346612,0.1806585242700168,DIST_11740
pm10_streak_d0,0.048722285843311446,0.05981445662740115,0.06969876681787184,0.09935407901768584,DIST_11740
pm10_ma_72h,0.2066968465911327,0.20164691093827125,0.2161186548806192,0.2090249646269591,DIST_11740
temp_avg_d0,-0.23275301160095585,-0.23979673206915114,-0.23453832111752868,-0.2335927170654653,DIST_11740
temp_diff_d0,0.11524301735497064,0.08114494334022226,0.073317576271922,0.06715798252361976,DIST_11740
temp_min_d0,-0.24778003093404022,-0.24809380432671022,-0.24162374057423638,-0.23922406221647324,DIST_11740
is_holiday,-0.5662278860640446,-0.19140370661899633,0.3137338223285538,0.11382066331167094,DIST_11740
std_month,-0.027592682920853102,-0.038693106220103884,-0.030997471545503096,-0.028263338854046423,DIST_11740
asthma_prev_d1,0.1689169951488134,0.21465577734376767,0.2719121725727552,0.27248853022563047,DIST_11740
asthma_prev_d2,0.2136303006763153,0.2725496264092461,0.2724585930964832,0.1982211691018152,DIST_11740
asthma_prev_d3,0.2709616064070196,0.2732684493227167,0.19816592143893347,0.16756766773680154,DIST_11740
