,cold_cnt_d0,cold_cnt_d_plus_1,cold_cnt_d_plus_2,cold_cnt_d_plus_3,dist_name
cold_prev_d3,0.4504417144312875,0.45156491424140094,0.37959621536626353,0.2810886850712174,DIST_11500
pm25_avg_d0,0.1349023132502079,0.09432762298358031,0.12957007302419787,0.15829673521638593,DIST_11530
pm25_max_d0,0.1305890107637682,0.07911789840993831,0.1318148594673305,0.16486379193222292,DIST_11530
pm25_streak_d0,0.04963648371970199,0.01859950438605302,0.06587554323554923,0.08529155657287345,DIST_11530
pm25_ma_72h,0.14086394342047046,0.1510427910718602,0.17221645116589757,0.1716828141347727,DIST_11530
pm10_avg_d0,0.16200739516545148,0.10525747307980017,0.13956291801944354,0.16020005046548727,DIST_11530
pm10_streak_d0,0.05453799820086435,0.022104586406907368,0.061626355350681665,0.08574875610179293,DIST_11530
pm10_ma_72h,0.16362900662381602,0.16401694758825522,0.17951942227031134,0.17269396936543333,DIST_11530
temp_avg_d0,-0.29216466082734655,-0.29433784018251535,-0.28892674395925816,-0.28735106906892766,DIST_11530
temp_diff_d0,0.05653786693492952,0.034313533811393404,0.03707066529642299,0.032787136216544416,DIST_11530
temp_min_d0,-0.297757002087235,-0.29636507782825905,-0.29159886849996114,-0.28873566071598944,DIST_11530
is_holiday,-0.4729966379008554,-0.13717147117665013,0.2961066664055748,0.04295310064327101,DIST_11530
std_month,0.01015946914050387,-7.350387673592903e-05,0.012077855271582344,0.017267816135986117,DIST_11530
cold_prev_d1,0.2273447575532112,0.3270122704758525,0.40768523088094843,0.4066321329443334,DIST_11530
cold_prev_d2,0.32653169303127466,0.4077121483803435,0.406671414225234,0.314411533780861,DIST_11530
cold_prev_d3,0.4064901789413802,0.40696904120418625,0.3144468096108124,0.23075604230670138,DIST_11530
pm25_avg_d0,0.12058572029787558,0.07815185907070907,0.11421244312292346,0.14341911551628236,DIST_11545
pm25_max_d0,0.08961131088805462,0.032755721128881296,0.09208294590940964,0.11346495356818401,DIST_11545
pm25_streak_d0,0.0394623312032071,0.0003494168660471472,0.06759850670977814,0.054971295846127394,DIST_11545
pm25_ma_72h,0.12234422774808018,0.13250977730608987,0.15264471859320247,0.15272962906626694,DIST_11545
pm10_avg_d0,0.12667005685620153,0.06879155271945349,0.1053424923478101,0.12647955776262154,DIST_11545
pm10_streak_d0,0.011256138485532976,-0.011333471115083437,0.03661264109309658,0.04079000894787747,DIST_11545
pm10_ma_72h,0.12269806098492433,0.12393369208766924,0.1407792899665675,0.13545713602381476,DIST_11545
temp_avg_d0,-0.308630103605945,-0.31065492730718486,-0.3036225849689709,-0.3026159666989895,DIST_11545
temp_diff_d0,0.03027000810207716,0.012212029589724055,0.017637100753349153,0.014746174573554566,DIST_11545
temp_min_d0,-0.3134646610074403,-0.3120516133608332,-0.306465024207993,-0.3048315463511729,DIST_11545
is_holiday,-0.4833986279880058,-0.14409838103686765,0.29581279158645696,0.05982605519426629,DIST_11545
std_month,-0.004698967954998133,-0.01519030135891684,-0.0016748716217847228,0.0044443021025664135,DIST_11545
cold_prev_d1,0.233333925274737,0.3206141369848863,0.3944606490376322,0.39273314616383653,DIST_11545
cold_prev_d2,0.32022427608561344,0.39451972322095,0.3927576599681396,0.3078238864382238,DIST_11545
cold_prev_d3,0.3934595237777184,0.3929853001158093,0.3078299795062681,0.23510207307767292,DIST_11545
pm25_avg_d0,0.1556422385747254,0.1004406685157046,0.13313832351304677,0.16563190613926704,DIST_11560
pm25_max_d0,0.15656174214170931,0.08924967537797987,0.1386991187478588,0.1713100328780515,DIST_11560
pm25_streak_d0,0.0751770169197837,0.026404824026669972,0.07554215706034736,0.08666542872829493,DIST_11560
pm25_ma_72h,0.15191236271498798,0.15677508584823807,0.17729221752883303,0.17766742946706326,DIST_11560
pm10_avg_d0,0.19912866367232426,0.13033791590657973,0.17267612814851002,0.1899336072515531,DIST_11560
pm10_streak_d0,0.051459046863465994,0.027591020488740594,0.0857157749818673,0.09849298992992901,DIST_11560
pm10_ma_72h,0.20301575327053145,0.20032697611128084,0.21882596708991636,0.21077080501190718,DIST_11560
temp_avg_d0,-0.2832025394219708,-0.28599023498052106,-0.2791331793901989,-0.27767760318423323,DIST_11560
temp_diff_d0,0.030066678398802615,0.007543330582852323,0.009551932032931192,0.011571759991043007,DIST_11560
temp_min_d0,-0.28804984769627295,-0.28744754059608735,-0.28075840574099303,-0.2792522137202718,DIST_11560
is_holiday,-0.4796458720225776,-0.13770696722650394,0.2936067783648333,0.04745869774252853,DIST_11560
std_month,0.0070132068037007415,-0.003660862369168103,0.008738316343311386,0.014569957442893041,DIST_11560
cold_prev_d1,0.23421933104210926,0.32128675708993765,0.40785977815929597,0.4062018344791467,DIST_11560
cold_prev_d2,0.32084486937887974,0.40787000746643737,0.4062314456694599,0.3063661861675164,DIST_11560
cold_prev_d3,0.40668845019172345,0.4065255643022979,0.30635882590757796,0.23831589832119882,DIST_11560
pm25_avg_d0,0.125720222492285,0.08500793184292452,0.11926033199240814,0.14781881853125414,DIST_11590
pm25_max_d0,0.11591725486939222,0.05551361239089587,0.1140978282635421,0.1372955036429567,DIST_11590
pm25_streak_d0,0.034536095769784274,-0.0003275403968155069,0.06488767208750022,0.07129654387382053,DIST_11590
pm25_ma_72h,0.12930420541350346,0.13878078745243988,0.15638218644299687,0.1579124028529055,DIST_11590
pm10_avg_d0,0.12648268714357971,0.07361269985770857,0.1091858259515467,0.12555304375737042,DIST_11590
pm10_streak_d0,0.03368010629246816,0.02061870471629401,0.04291009639120411,0.05830577927242228,DIST_11590
pm10_ma_72h,0.1276858280530683,0.12857938903364594,0.1430970731899099,0.13788956489655696,DIST_11590
temp_avg_d0,-0.28221553391966137,-0.28448109889236073,-0.27934891660575917,-0.2786346333019116,DIST_11590
temp_diff_d0,0.0462690621317874,0.01592360868769402,0.03524459630162878,0.030622464609684482,DIST_11590
temp_min_d0,-0.2883351544147155,-0.28508934101006844,-0.2825696320098382,-0.28086046986588464,DIST_11590
is_holiday,-0.4678586846973834,-0.13993509322567643,0.2898174310004681,0.05358462845238753,DIST_11590
std_month,0.0076449757341427805,-0.002824449081472017,0.009701550507664199,0.015120326268334436,DIST_11590
cold_prev_d1,0.2445342369430634,0.34122431177187085,0.41752215070764515,0.41638070912449954,DIST_11590
cold_prev_d2,0.34072606935079824,0.41750316579718616,0.4164128048336016,0.328156277423773,DIST_11590
cold_prev_d3,0.41619348703188747,0.41668416839557965,0.32816523272562326,0.24835198380018106,DIST_11590
pm25_avg_d0,0.18310538552909633,0.1377314756937247,0.17594694136713213,0.20736281398665904,DIST_11620
pm25_max_d0,0.19256592458598945,0.1272580605150161,0.1870840140599474,0.22035807183696351,DIST_11620
pm25_streak_d0,0.08365746104406047,0.04947571717794674,0.07657837127877609,0.129114817067818,DIST_11620
pm25_ma_72h,0.19333845407870792,0.20320445717078783,0.22439893917928644,0.22496170820433523,DIST_11620
pm10_avg_d0,0.17661334155339053,0.11861323534660441,0.1533649439118954,0.1769001443949614,DIST_11620
pm10_streak_d0,0.05117937761538356,0.02496169859114508,0.04533961275338969,0.08048600979506124,DIST_11620
pm10_ma_72h,0.18153947258389894,0.1830380988216852,0.19849978329203805,0.1926007300468268,DIST_11620
temp_avg_d0,-0.29238590797094854,-0.2944013890331339,-0.28894880796059064,-0.2888120878231767,DIST_11620
temp_diff_d0,0.07311488351202056,0.04626825331576868,0.05805742607269567,0.05292591901219783,DIST_11620
temp_min_d0,-0.2998703554729744,-0.2973430319067454,-0.2923747035358705,-0.29223996109319234,DIST_11620
is_holiday,-0.4892267062572229,-0.13714899285750137,0.30015123219489925,0.05827605449682437,DIST_11620
std_month,-0.015444602726702903,-0.02588465885738437,-0.012309536293462271,-0.006273134467687547,DIST_11620
cold_prev_d1,0.23621855409284273,0.3124105382475688,0.39904414695492446,0.3970825010280484,DIST_11620
cold_prev_d2,0.3118890272466555,0.3990763947117837,0.39710580613196345,0.30001932585447627,DIST_11620
cold_prev_d3,0.397917225098291,0.3974107931559639,0.3000310842227905,0.2415480540627769,DIST_11620
pm25_avg_d0,0.14229912503918243,0.1019319116840154,0.1335928433610491,0.15924762161347014,DIST_11650
pm25_max_d0,0.13658335223231002,0.08273838778718431,0.1339551231690561,0.16316176289956685,DIST_11650
pm25_streak_d0,0.04987101608685238,0.017327549447688922,0.04779896505870615,0.08406661540507646,DIST_11650
pm25_ma_72h,0.14799037411436064,0.15614591552342263,0.17461400006160005,0.17403363807022657,DIST_11650
pm10_avg_d0,0.1801656624421566,0.12141056282519701,0.1603018842133495,0.17177357249212316,DIST_11650
pm10_streak_d0,0.06570597584440839,0.02564521168877972,0.07551890691732918,0.10262857417890335,DIST_11650
pm10_ma_72h,0.1873134423284405,0.18513585043608657,0.20089939069585136,0.19287297230391587,DIST_11650
temp_avg_d0,-0.2554198205819662,-0.26042647296975163,-0.25641602429534854,-0.25548002512678136,DIST_11650
temp_diff_d0,0.02163087758434836,0.013885558316065687,0.018598020081765136,0.016984353821853936,DIST_11650
temp_min_d0,-0.2615901249927466,-0.2650348664270859,-0.2613997145848598,-0.25962760015425473,DIST_11650
is_holiday,-0.4562272987449764,-0.1331663295747259,0.2865631414192789,0.049045791820452926,DIST_11650
std_month,0.01979299988929278,0.0094640206603663,0.021205185052572458,0.026192031646997165,DIST_11650
cold_prev_d1,0.2828425732164285,0.3670110590540409,0.4542313849796673,0.4528557579323896,DIST_11650
cold_prev_d2,0.3664189718020125,0.4542106860131204,0.4528589740483611,0.35345749557396267,DIST_11650
cold_prev_d3,0.4530215737561789,0.4530626140843598,0.35342837066958527,0.28288281570333607,DIST_11650
pm25_avg_d0,0.12096247450144285,0.0798969950275739,0.11000048488059144,0.1328305017909279,DIST_11680
pm25_max_d0,0.12733868115766256,0.07385622335739926,0.11054244715813398,0.13126455880067447,DIST_11680
pm25_streak_d0,0.05027035563739708,0.020515795383364864,0.04672572518531811,0.07205662434907098,DIST_11680
pm25_ma_72h,0.12090645362054724,0.12681862004348193,0.14395863974712284,0.14504517025812844,DIST_11680
pm10_avg_d0,0.1537619031997403,0.0967096235743932,0.1334226387851218,0.14858655554022218,DIST_11680
pm10_streak_d0,0.04012588822509262,0.04236691835901734,0.05310630887763271,0.07150405636587895,DIST_11680
pm10_ma_72h,0.1562117588123801,0.15548750328972347,0.17192970148870795,0.16634856830557168,DIST_11680
temp_avg_d0,-0.2617745149529621,-0.26539720112803394,-0.26099026916184104,-0.25952440201441734,DIST_11680
temp_diff_d0,-0.05789010268155773,-0.07901974943768336,-0.07224798701812941,-0.07600047665094616,DIST_11680
temp_min_d0,-0.25575275755753485,-0.25554821737627026,-0.2521707131148501,-0.2501261689246886,DIST_11680
is_holiday,-0.4751407930910687,-0.15070851344783434,0.29259445998192235,0.0687404160477508,DIST_11680
std_month,0.016801246427438417,0.006042335504942151,0.01825196165871986,0.023613815410027283,DIST_11680
cold_prev_d1,0.2656164728884372,0.3354028033046526,0.4299017448946726,0.4275684581571093,DIST_11680
cold_prev_d2,0.334898733375105,0.42989203137437854,0.42757017123898416,0.32109857540502856,DIST_11680
cold_prev_d3,0.42866824438864537,0.42783000349282774,0.32104325333715816,0.26530884966948276,DIST_11680
pm25_avg_d0,0.14494281880777585,0.1040546269587362,0.13374743431798417,0.15405841036478393,DIST_11710
pm25_max_d0,0.16926035858159452,0.10935077191041319,0.15612334877152287,0.1780742028264515,DIST_11710
pm25_streak_d0,0.07438775993024294,0.03837131708697664,0.07684487177740382,0.08488121374352094,DIST_11710
pm25_ma_72h,0.1497667748562997,0.15428959350133423,0.17093328030179528,0.1697204786655449,DIST_11710
pm10_avg_d0,0.17323713855975825,0.11198898559688839,0.1523547710301284,0.15930604935666198,DIST_11710
pm10_streak_d0,0.04868848947213089,0.0311325573597005,0.048044187473237264,0.08157174654737119,DIST_11710
pm10_ma_72h,0.17756993695175569,0.17306974122911342,0.18867214245656758,0.17920312431351737,DIST_11710
temp_avg_d0,-0.2723869608765686,-0.2757525322627569,-0.2701884101360971,-0.2687131655285453,DIST_11710
temp_diff_d0,0.029098757899059677,0.008554798911077336,0.018824970511015702,0.0076320056578661685,DIST_11710
temp_min_d0,-0.2782914422897715,-0.27804113737033376,-0.2737379862750035,-0.27045995057472877,DIST_11710
is_holiday,-0.464345359811927,-0.13922757139585498,0.28643516300505995,0.04506608730965775,DIST_11710
std_month,0.02325736975315848,0.012606301016038607,0.024747376819425553,0.030049976059366348,DIST_11710
cold_prev_d1,0.23747217192629744,0.343542853676502,0.42178858088927895,0.42059092860991565,DIST_11710
cold_prev_d2,0.34312423426626165,0.4217850325017354,0.4206244575949809,0.330132773442718,DIST_11710
cold_prev_d3,0.42064501544754396,0.4208780833913728,0.3301325950277968,0.240714069043945,DIST_11710
pm25_avg_d0,0.14124565692517954,0.10601995996470748,0.1333736897546577,0.15696757687630206,DIST_11740
pm25_max_d0,0.15670302740796893,0.10995114929928046,0.14775199079809972,0.17403138895255565,DIST_11740
pm25_streak_d0,0.0674508104624133,0.050241928368882284,0.06021396138582888,0.09615553267596212,DIST_11740
pm25_ma_72h,0.1463217009427835,0.15413780250926992,0.16930194172840424,0.169343201681624,DIST_11740
pm10_avg_d0,0.19219542146906046,0.130161909024092,0.17059749411927153,0.18258430409888238,DIST_11740
pm10_streak_d0,0.05523979636215386,0.045708582468100466,0.06216624335226471,0.10485196998355452,DIST_11740
pm10_ma_72h,0.19983326387784736,0.19719776840960074,0.21326926499865814,0.20504631118415168,DIST_11740
temp_avg_d0,-0.29614088576569414,-0.30237889186288835,-0.2983731808567179,-0.29593893646491853,DIST_11740
temp_diff_d0,0.11075829478900502,0.08301321606460556,0.0768080472331007,0.06726624748973588,DIST_11740
temp_min_d0,-0.3087326300843059,-0.30954879920050454,-0.304415567325263,-0.30035944066570003,DIST_11740
is_holiday,-0.4837498649738718,-0.14874313879566556,0.3013323306678829,0.04685058199435852,DIST_11740
std_month,0.016360122643384125,0.005613178181012225,0.017825317303980966,0.023122904373767277,DIST_11740
cold_prev_d1,0.20899292474204856,0.30175417927705733,0.39704834725599625,0.3960949030607909,DIST_11740
cold_prev_d2,0.3014108213210859,0.397230145146295,0.39613416372354293,0.2896300474408895,DIST_11740
cold_prev_d3,0.39615757588251316,0.39652261576509,0.28968159089242607,0.21040790518276495,DIST_11740
